"iterations"	"beta0"	"gamma0"	"delta0"	"omega2.beta0"	"omega2.gamma0"	"omega2.delta0"	"algo"
10.5	-1.55104221907927	-0.310328351933529	0.55260592404117	0.322974586312965	0.0236910718619061	0.0247871731102122	"50"
11	-1.61142047699228	-0.314893513941188	0.559795051246982	0.317808692606548	0.023865630474809	0.0239178540122063	"50"
11.5	-1.68514483248263	-0.313108314372364	0.560643032392749	0.298746935661685	0.0232812947382716	0.0228662189821833	"50"
12	-1.73028580111622	-0.31756158914201	0.56830460501179	0.292589182385505	0.0230267679982189	0.0219671530964162	"50"
12.5	-1.7849078872726	-0.321073789151561	0.57267476114886	0.291192341913381	0.0226937495824915	0.0220347789547515	"50"
13	-1.84353410305951	-0.322289364664197	0.580587777709591	0.289255602763552	0.0220493154362478	0.0214879965104137	"50"
13.5	-1.89240210612348	-0.320784208229565	0.58253482253253	0.279119471023197	0.0211947544612866	0.0216087290908434	"50"
14	-1.93568083370948	-0.317977262430924	0.582821695315872	0.277596200728981	0.0199957606576489	0.0211492702528168	"50"
14.5	-1.98676436044223	-0.32187782423456	0.588366012590671	0.260947900382538	0.0198324964735648	0.0204617322880491	"50"
15	-2.01640231975839	-0.323766639571352	0.596012939255039	0.25038118497682	0.0204795717165635	0.0206055246204481	"50"
15.5	-2.04392456347132	-0.32566238946445	0.59990356931832	0.245146916472986	0.0203038576066143	0.01910370052891	"50"
16	-2.07794670879142	-0.327213591091658	0.604526768356876	0.249502916427797	0.020357651006302	0.0190933124495142	"50"
16.5	-2.10425657326233	-0.332166175212187	0.610583111177331	0.241980091306864	0.0202115417645239	0.0188836019457587	"50"
17	-2.12959787586339	-0.334458038139952	0.611826991778747	0.241037087550166	0.0205289592498649	0.0195603097535326	"50"
17.5	-2.1542937567903	-0.336608262990756	0.617966234998682	0.239891722494398	0.0210572556665376	0.019830455013426	"50"
18	-2.19422764632158	-0.341049535051289	0.627317649185232	0.233551530488306	0.0209448874265802	0.0200908770507731	"50"
18.5	-2.21918651788772	-0.339520530189024	0.630947238184742	0.228901283619049	0.0205864400678374	0.0191748060821323	"50"
19	-2.23998101120392	-0.340822705411777	0.63348245333383	0.23112307757823	0.0205464525874246	0.0198488999483027	"50"
19.5	-2.28040899856675	-0.345181769880037	0.645401631582211	0.235725622237429	0.0206109067938449	0.0190458952495202	"50"
20	-2.29243770917387	-0.350120337281949	0.647480408677896	0.238333512322072	0.0214731153881858	0.0196507102330486	"50"
20.5	-2.29851607101158	-0.350817967086292	0.653670679435981	0.240650507719541	0.0222201884141485	0.0195707803400064	"50"
21	-2.32413355986699	-0.350514425358523	0.656741110136205	0.235427421206063	0.0217047174869344	0.019497526001843	"50"
21.5	-2.3407933431376	-0.353620826930537	0.658493848527423	0.222196491924473	0.0219873718203839	0.0186800635495086	"50"
22	-2.36766616217538	-0.353958363878204	0.659288613567706	0.208414064767719	0.0215215070174795	0.0177562745025512	"50"
22.5	-2.38470340423751	-0.352863410162123	0.659533138349987	0.218191690205746	0.0217290800151373	0.0184081937522189	"50"
23	-2.40165113426297	-0.353308755473067	0.65944867426213	0.219073753988767	0.0215025945901451	0.0181419556487492	"50"
23.5	-2.42617270248223	-0.355465647834471	0.663733652204336	0.198593013507363	0.0215346746829299	0.0182890946600442	"50"
24	-2.45706706601266	-0.355666821997486	0.664908434076396	0.201298439543936	0.0209474343708282	0.0183542399278596	"50"
24.5	-2.4629580058772	-0.356179269994263	0.662560218082898	0.202301453455529	0.0207993718435452	0.016739255622256	"50"
25	-2.49124861279904	-0.358169951817033	0.666669318791936	0.198810759071702	0.0204977383137735	0.0168034877252143	"50"
25.5	-2.5283647050284	-0.360928236270358	0.675562306842452	0.190461907566341	0.0210634797048446	0.0170607387992654	"50"
26	-2.55759288012083	-0.361632150694065	0.682474363608473	0.185912886554937	0.0214356967406319	0.016710698135061	"50"
26.5	-2.58134376140523	-0.364520723548957	0.686795143445597	0.182008220976891	0.0217344643262534	0.0165516985544988	"50"
27	-2.60135826295464	-0.366610739442579	0.68927374889595	0.179473185420239	0.0218993844651481	0.016481848430177	"50"
27.5	-2.62236427287506	-0.370113666977871	0.694994841740163	0.174006283749579	0.0221502814801958	0.0162605725817057	"50"
28	-2.64619390119543	-0.370180446938997	0.699305652849415	0.171950199087401	0.0221032462139295	0.0163750769563699	"50"
28.5	-2.6687196968424	-0.370862860781609	0.701587709904711	0.167674738029134	0.0215779122691384	0.0162738290868735	"50"
29	-2.68943563410545	-0.373346434846281	0.705929603833564	0.166442894706066	0.0219634421399834	0.0165820247994686	"50"
29.5	-2.7136623590708	-0.375292368993025	0.709972055082281	0.164729856967993	0.0218506432243565	0.0163999782503165	"50"
30	-2.72944662201366	-0.376879418508243	0.71350305045718	0.15870114406466	0.0220643138391878	0.0165652034204945	"50"
30.5	-2.74796879515894	-0.378306105824995	0.717382889623209	0.156429374904184	0.0220121121558891	0.0165247454671485	"50"
31	-2.76893290783008	-0.378873188178798	0.719912766883086	0.154106785700447	0.0219144594478026	0.0168225059856878	"50"
31.5	-2.78708450159646	-0.380877072370982	0.723620369049147	0.151632325072655	0.0217689056338849	0.0170217166383089	"50"
32	-2.805888381355	-0.382342669622166	0.726902679639417	0.148860363789907	0.0220203108543371	0.0168366990201807	"50"
32.5	-2.82266472811735	-0.383796927868808	0.730672194851397	0.148723262906621	0.0216032900322282	0.0166762349224507	"50"
33	-2.84115542796103	-0.385923893291759	0.73581996658267	0.146233817575803	0.0219539968416878	0.0165742449531063	"50"
33.5	-2.85746121968356	-0.386670980357155	0.736698797251186	0.142830186765446	0.0225792081010037	0.0164908132605383	"50"
34	-2.87361224303932	-0.387462648145543	0.740595440638881	0.14326901562127	0.0222395809767213	0.0165632516529149	"50"
34.5	-2.892060335867	-0.390933411443762	0.745831589766344	0.14491157900099	0.0224877303106096	0.016750736440954	"50"
35	-2.90587634426721	-0.392031410019512	0.747691341761872	0.142787956287043	0.0225919314647269	0.0165765614331089	"50"
35.5	-2.91769396141971	-0.392684606547128	0.750275719496354	0.141082776914443	0.022463602280351	0.0165744269983591	"50"
36	-2.93093226030198	-0.393254678889459	0.750537275120856	0.136319667717725	0.0225123158477691	0.016525588994075	"50"
36.5	-2.94218132412616	-0.394083105106709	0.753101403841312	0.135868329922976	0.0226277205497405	0.0168722563575406	"50"
37	-2.9588499270683	-0.396121684060434	0.756772071044693	0.136930759630726	0.0229381718095134	0.0170169531979131	"50"
37.5	-2.96933747790212	-0.396661398994149	0.758219100786443	0.136039671953712	0.0228742870965767	0.017546351866384	"50"
38	-2.98139233636674	-0.397970948241718	0.760677261790285	0.135753980407044	0.0232446202151055	0.017641313587282	"50"
38.5	-2.99455819077242	-0.399980110142334	0.764030966190665	0.132138463480313	0.0230458775649337	0.0174852509692632	"50"
39	-3.00527809226366	-0.400120312728218	0.766741169212454	0.134186723104737	0.0231990957439289	0.0173863482575325	"50"
39.5	-3.01570901374774	-0.402934287033021	0.770304403077386	0.131755700206702	0.0235301904467048	0.017088960588686	"50"
40	-3.01912500757328	-0.403337562872234	0.771067184370407	0.128789599316928	0.0237982474130164	0.0171640830090711	"50"
40.5	-3.03019633171766	-0.404725750634387	0.773692595520091	0.127788690270496	0.0240158718796458	0.0171193855411536	"50"
41	-3.04117817763413	-0.405899425525031	0.776119681089454	0.127971955723044	0.0240476793590764	0.0171466566677586	"50"
41.5	-3.04965001596392	-0.406417923660681	0.778235868780307	0.125740965291826	0.0242203631392923	0.0173423713632744	"50"
42	-3.06365782826559	-0.408713533715894	0.781492737084394	0.125439671699302	0.0243751516901914	0.0174891588193001	"50"
42.5	-3.07755695678936	-0.408830701300159	0.781624523105357	0.124417272053531	0.024838480392741	0.0176545814419573	"50"
43	-3.08035893136685	-0.409387522200738	0.782964452201693	0.122182545544176	0.0244684933271874	0.0178903249790547	"50"
43.5	-3.09304452572455	-0.411782030649423	0.786702838755004	0.12122261489303	0.0249411552542148	0.0182040729731604	"50"
44	-3.10244382135499	-0.41231289280387	0.788639907540976	0.119857486899024	0.0249938267471395	0.018759001944488	"50"
44.5	-3.1057995430928	-0.412513932658491	0.790087951545742	0.119824048969027	0.024886543249357	0.0190972953489896	"50"
45	-3.11338431942258	-0.41268212741798	0.791462341541857	0.117081055145956	0.0252067927494893	0.0192486721107813	"50"
45.5	-3.12252467146528	-0.414325972738369	0.792943441013357	0.11610261012753	0.0254706324031019	0.0196525132958072	"50"
46	-3.12671581946574	-0.41475512086888	0.795144186599343	0.11477896362438	0.0258436432730762	0.0193495575793901	"50"
46.5	-3.13658496354285	-0.417628831231353	0.798324639300726	0.11559689093581	0.025978633633507	0.0192501479963624	"50"
47	-3.14704971900751	-0.419314781449847	0.802158311518743	0.1161781195845	0.0263544958927072	0.0196926791774547	"50"
47.5	-3.14980122608664	-0.420048493264262	0.80346433832842	0.117655965528426	0.0266260021132373	0.0197152046935314	"50"
48	-3.15681120707982	-0.420980863550572	0.805957253131147	0.117135427887028	0.0265463341040931	0.0201790200601266	"50"
48.5	-3.16334019043027	-0.422091552943918	0.807074458363081	0.115321002985636	0.0267941273996429	0.0201054314847546	"50"
49	-3.16939179216734	-0.422550302858663	0.808555948097901	0.113407189038595	0.0263105989242383	0.0200452012743954	"50"
49.5	-3.17867222928606	-0.424076208676144	0.811257821437871	0.113862650632063	0.0264055637307538	0.0203922524301303	"50"
50	-3.18441716718315	-0.42511307411616	0.812125593151608	0.112926217195207	0.0271261390724167	0.0204351231327581	"50"
50.5	-3.18828789534416	-0.424936764318994	0.81355548426802	0.112590374313696	0.0273883757914489	0.0210150987586127	"50"
51	-3.19511278582336	-0.424981142977746	0.814286182090344	0.111645393069079	0.0272270983253232	0.0212074690931607	"50"
51.5	-3.20111030215293	-0.424297685264252	0.813837388801926	0.110270849073334	0.0272100984706342	0.0212772853362887	"50"
52	-3.20880145480972	-0.426712518171484	0.814600492187768	0.10937127670142	0.0275157234060215	0.0210459360875959	"50"
52.5	-3.21501638040776	-0.426894151722901	0.815988241342063	0.108652843424522	0.0278824136819107	0.0212230995249365	"50"
53	-3.22128923204441	-0.4288049600705	0.819529628372919	0.108201237764073	0.0278722683112797	0.0218583202158857	"50"
53.5	-3.22595017233461	-0.427928738266217	0.819141015213057	0.108867198522384	0.0277643074416311	0.0221644391487207	"50"
54	-3.23409374003885	-0.42862888936745	0.821106119390899	0.108646410810719	0.0281915287483451	0.0225773092060918	"50"
54.5	-3.23957936537949	-0.430631551360703	0.8230928413016	0.108078513974908	0.0285763407023265	0.0226844076145846	"50"
55	-3.24680699579927	-0.432383461237273	0.825188659909391	0.10790675332578	0.0289633835881255	0.0224355039468271	"50"
55.5	-3.25194627604666	-0.433242447075361	0.827144131794017	0.106634467736329	0.0288963107693262	0.0224098128159839	"50"
56	-3.25657749527063	-0.432618127135133	0.826528105505959	0.107050414717184	0.0288098042795086	0.0226209135704444	"50"
56.5	-3.26373752505017	-0.43415515829227	0.829268456660171	0.107726009431779	0.0287123817244246	0.0221327401197683	"50"
57	-3.2711645218375	-0.435938637071306	0.832808500349611	0.107499504757424	0.0294294082191279	0.0225866140468268	"50"
57.5	-3.27629103236872	-0.435857089506365	0.834423755735657	0.108407918902524	0.0295019235422547	0.0228938859388288	"50"
58	-3.28372249921321	-0.43725722759441	0.836778534748192	0.106792702338241	0.0294629284087099	0.0233033461891012	"50"
58.5	-3.28706234527571	-0.437328583010729	0.836864255101466	0.10643375480023	0.0291477753919254	0.0240675429607573	"50"
59	-3.2932166847697	-0.438195862194167	0.838434009614797	0.106096456225981	0.0297142262351148	0.0242670322097821	"50"
59.5	-3.30076838939133	-0.440208750207817	0.841493952819933	0.106918339538881	0.0300425236900196	0.0244307878927421	"50"
60	-3.3070467533869	-0.439493981189867	0.840919065921344	0.106216845518915	0.0302825517316241	0.0245378283376282	"50"
60.5	-3.3134387104241	-0.441439808167268	0.843555041794783	0.106138359785168	0.0304310741663131	0.0250029578477179	"50"
61	-3.31391940214376	-0.440610122391313	0.84304725328537	0.104799821910911	0.0305451001247729	0.0246865942703851	"50"
61.5	-3.31957547828685	-0.442833134328748	0.846136008960444	0.102965745514791	0.0308275588644735	0.0250708811375466	"50"
62	-3.32432594448746	-0.442273301965826	0.846763387310835	0.101530975215628	0.0302058236757927	0.0252361995640854	"50"
62.5	-3.3305186268114	-0.442558834197932	0.846596651591352	0.101611033132734	0.0305047998579205	0.025079389988655	"50"
63	-3.33734711565839	-0.443187868191204	0.848689431951096	0.101384064148247	0.0304109061463284	0.0252919205924915	"50"
63.5	-3.33932073805515	-0.442161547953513	0.846688271044712	0.10227408769294	0.0303548263119206	0.0252744747463692	"50"
64	-3.34402166473812	-0.442921211821149	0.848264524652681	0.101625724079879	0.03063467731995	0.0249404469822312	"50"
64.5	-3.34944991244239	-0.443646601570901	0.849981497557069	0.100755976676245	0.0305196305916558	0.0250434157294105	"50"
65	-3.35646203348882	-0.444661074367466	0.851862859339265	0.101995920600279	0.0305512437687883	0.0253493220283844	"50"
65.5	-3.36003643674434	-0.445066931612738	0.852598985278824	0.101404656104119	0.0307669130429966	0.0254258995855285	"50"
66	-3.36570887220168	-0.44654844870335	0.85443638012061	0.10126884191598	0.0309388720212727	0.0252551803434286	"50"
66.5	-3.36860659541906	-0.447356931092817	0.855833482971629	0.100456564902167	0.0312305154214731	0.0254742481029565	"50"
67	-3.37535808205619	-0.449120778101002	0.858978287083285	0.101735964194138	0.0316526044860857	0.0256852331264193	"50"
67.5	-3.37823253776332	-0.448337975920329	0.857993868676596	0.102749348817021	0.0318956857128107	0.0263719427351399	"50"
68	-3.38217413584251	-0.448102788696871	0.859037723146397	0.101956598122415	0.0314626562286981	0.0267317191620131	"50"
68.5	-3.38894381280174	-0.450644121885684	0.861967329434048	0.102080043120713	0.0315488923954211	0.0265532612711924	"50"
69	-3.39393679051719	-0.4487831528176	0.86030522244289	0.101688902373009	0.0314308042340069	0.0268247640377873	"50"
69.5	-3.39836860966492	-0.448699197295402	0.860055003164177	0.101530818171762	0.0312794018912991	0.0269007015337425	"50"
70	-3.40329073236708	-0.45002105568443	0.862900960116639	0.100809324396307	0.0314113616076814	0.0271030530535677	"50"
70.5	-3.40698992408749	-0.450840130606304	0.86395616639884	0.101253288291206	0.0319321930764395	0.0268452310932404	"50"
71	-3.41215974070852	-0.451017608069082	0.864471240588297	0.100597376895378	0.031783663002305	0.0266920221717757	"50"
71.5	-3.41599396494974	-0.451464380903492	0.866143622107067	0.100697267729148	0.0316746634260388	0.0266994360589521	"50"
72	-3.41675628967722	-0.449193159078992	0.863106683491075	0.100191901581468	0.0314396283007697	0.0272882202404091	"50"
72.5	-3.4191720655399	-0.449355196271067	0.862576970980981	0.100340480889905	0.0316100464901123	0.0274700090008664	"50"
73	-3.42624661205172	-0.453470608511674	0.869035125922637	0.100221772399392	0.0319837578497637	0.0274876590198607	"50"
73.5	-3.43199230030158	-0.455050743602912	0.871311019401343	0.100033763648694	0.032281259808359	0.0277185395655747	"50"
74	-3.43535295284157	-0.454285287209507	0.87100359492282	0.099223022197144	0.032036782017933	0.0280730488681969	"50"
74.5	-3.4417594174459	-0.455354375136293	0.872574307363564	0.0986864173223818	0.032498356460613	0.0278495109181107	"50"
75	-3.44510734542795	-0.454449686050002	0.871764044425611	0.0987767816667464	0.0322575183844145	0.0285016239759379	"50"
75.5	-3.44810979177483	-0.454624973757626	0.871791381707594	0.0968443934157364	0.0326305460926458	0.0280984672152811	"50"
76	-3.45100701448953	-0.455600194608089	0.87260367669088	0.0968014586448138	0.0327252432582263	0.0284397714165039	"50"
76.5	-3.45360842794428	-0.454616141682127	0.871766250937482	0.0966261775588304	0.0322458961439783	0.0283221065404043	"50"
77	-3.4570314519684	-0.455247752296771	0.873601723496928	0.0975466335183839	0.032293341895124	0.0287195808519413	"50"
77.5	-3.4612957122393	-0.456258262998737	0.875232799131188	0.097803187867024	0.032883878385359	0.0287094123272351	"50"
78	-3.46279584877704	-0.455791103265489	0.874302792467249	0.0974995698286474	0.0327591798232259	0.0285553170847109	"50"
78.5	-3.46723120282143	-0.456571671591994	0.87557011054133	0.0970400130426263	0.0326468081241674	0.02815121904672	"50"
79	-3.47272911588775	-0.458433293933937	0.8782032802299	0.0969280810818329	0.0326409413889776	0.0285036999458422	"50"
79.5	-3.47764103667451	-0.460194932485477	0.880653030319551	0.0961909936778884	0.0332172632756421	0.0283406879163197	"50"
80	-3.47995756009169	-0.459346071250572	0.881059956172622	0.0963430008186243	0.0331421368183163	0.0283784188291664	"50"
80.5	-3.48493580006842	-0.460728523714946	0.883254601420225	0.0958696945858915	0.0330097878052253	0.0286342888022898	"50"
81	-3.49183558262832	-0.461974092267202	0.885793492066487	0.0960218242378055	0.0332085042188017	0.0288186063367134	"50"
81.5	-3.49340187984745	-0.460955036618543	0.884329776621474	0.0946962349920479	0.0335511013421654	0.0285930314702759	"50"
82	-3.49604249724847	-0.46114224007635	0.884194961339187	0.0945523958314389	0.0336361448009825	0.0289087044234443	"50"
82.5	-3.49832165053957	-0.459523065776717	0.881884620915149	0.0935802135294264	0.0336945490017357	0.0292906701617994	"50"
83	-3.50338843050216	-0.461520537790045	0.884443797667331	0.0932116221584618	0.0339957078288125	0.0290673979783304	"50"
83.5	-3.50955316460364	-0.463117835128037	0.886480164418966	0.093663628718998	0.0341178551922225	0.0287328375012019	"50"
84	-3.51527046326145	-0.463772785179361	0.887524435431201	0.0939543561860017	0.0341607616144154	0.0283994877850329	"50"
84.5	-3.51679362671512	-0.463904641943665	0.888937894381539	0.0933531326115347	0.0338293906854458	0.028974926123966	"50"
85	-3.51847108418871	-0.463896259953538	0.889842377537398	0.0936999706635824	0.0335809991398214	0.0295759348003278	"50"
85.5	-3.52502599117979	-0.465232715671528	0.892361766981301	0.093514309954374	0.0340810209229172	0.0300175050643054	"50"
86	-3.5299701091179	-0.4658587699579	0.894122463326175	0.094198362257675	0.0346910074760859	0.0307980643599268	"50"
86.5	-3.53398120564085	-0.465895026987529	0.894830873331515	0.0931252082600178	0.0338948250016059	0.0307964546120071	"50"
87	-3.53870064910996	-0.46640443927242	0.89493726014055	0.0923437458189316	0.0343192747351448	0.0307229445201312	"50"
87.5	-3.54165511712998	-0.466749952394867	0.895639346129134	0.0924820996661957	0.0346560742127145	0.0305581253273	"50"
88	-3.54413005139928	-0.469016342470634	0.897988798825409	0.0930271190871075	0.0354241064024238	0.0302185504766108	"50"
88.5	-3.54617616912818	-0.467863858307326	0.896813044630222	0.0931215120666717	0.0354582120784124	0.0304310025935454	"50"
89	-3.54886537030595	-0.46826048713815	0.897422198823475	0.0928384064119516	0.0350694547651522	0.0303047674417999	"50"
89.5	-3.55278332676265	-0.469821929204969	0.899683717880592	0.0920788236301604	0.0350676861751981	0.030854413632818	"50"
90	-3.55511087536691	-0.470553467435734	0.901639957932796	0.0924207261245229	0.0354231602820227	0.0309683342933728	"50"
90.5	-3.56018827670097	-0.471280196569462	0.902606206640764	0.0926377010052608	0.035251852714782	0.0315784719133934	"50"
91	-3.56264210489364	-0.471807227726484	0.903994969294796	0.0933162787172517	0.0355258708756159	0.0313462299824089	"50"
91.5	-3.56341813205284	-0.469995105557208	0.900737212207047	0.092651196224832	0.0354672048111104	0.0312769880972454	"50"
92	-3.56578637030374	-0.469589767898136	0.900456782145241	0.0924988072098216	0.0350859856709467	0.0313081471445504	"50"
92.5	-3.56936650976754	-0.469069543262101	0.900229496995061	0.091073701718706	0.0351880127296285	0.0313722813934399	"50"
93	-3.57185479920943	-0.470175470995767	0.901381203706541	0.0904667385658406	0.0351223722907187	0.0318190474450898	"50"
93.5	-3.57430095411052	-0.470673385038892	0.902256710481327	0.0898064523403885	0.0351702882850474	0.0317522898773841	"50"
94	-3.57803232182693	-0.470601976122661	0.903434218454682	0.0895088784567015	0.0351037217265492	0.0318142804544705	"50"
94.5	-3.58050979923186	-0.469905338123786	0.90266855985532	0.0895209775819126	0.0349878353061744	0.0316097008551749	"50"
95	-3.58439389808909	-0.471706633048039	0.90459642920735	0.0901206544977171	0.0350090672736487	0.0316749147437613	"50"
95.5	-3.58802617825374	-0.471901698066905	0.906178533737996	0.0901227836246825	0.0349231742566387	0.0319846780799189	"50"
96	-3.5892795470924	-0.471378625534769	0.905054132513596	0.0895248280844445	0.0353592930779835	0.0316271880494177	"50"
96.5	-3.59234388453596	-0.471685028396449	0.905306966271863	0.0889926570083066	0.03585049221825	0.0315228197822623	"50"
97	-3.5949181474648	-0.473298886990959	0.90637032392995	0.0886214862328938	0.0359533986878318	0.0311558567797644	"50"
97.5	-3.59943652098163	-0.472933079665474	0.90747621729173	0.0889692749276758	0.0354610510543374	0.0318084389544302	"50"
98	-3.60195578626238	-0.473630864191916	0.908613117202262	0.0887191561825151	0.035299849121354	0.0317143132939335	"50"
98.5	-3.60437089866112	-0.473353390340791	0.908798200204706	0.0886587944326713	0.0356902310506426	0.0317709081872556	"50"
99	-3.6042701653544	-0.472083193535911	0.905717603872134	0.0878832594339087	0.0357077684051197	0.031521707561451	"50"
99.5	-3.6079319753535	-0.47333005463262	0.907505627826501	0.0882475382235537	0.0363501133470328	0.0318470567143977	"50"
100	-3.60903797275123	-0.473724061686917	0.908510003816642	0.0873133226176819	0.0360056803512003	0.0318499628059848	"50"
100.5	-3.60915504578513	-0.471992308147905	0.906710704669439	0.0867558925689025	0.0356848705189041	0.0317524572148548	"50"
101	-3.61303804405511	-0.474698094369151	0.909364956175189	0.0868997970512826	0.0359272029771184	0.0314962510124516	"50"
101.5	-3.61528416654867	-0.475996471213721	0.911529180275408	0.0858654635389531	0.0361147955647267	0.0319836883421972	"50"
102	-3.61699787333578	-0.476138533508041	0.913381233385103	0.0854363743726303	0.0360747915989779	0.0320780358325768	"50"
102.5	-3.61950717216215	-0.476315088561521	0.913251376713286	0.085340375696104	0.0358931799046354	0.0318802032170772	"50"
103	-3.62155204601016	-0.475646964466385	0.913164866700566	0.0845352594234043	0.0356896649762762	0.0322321434158889	"50"
103.5	-3.62313912079358	-0.474790832188399	0.911551301207862	0.0842183801075933	0.0358497719591839	0.032683543073093	"50"
104	-3.62351321482254	-0.475220219867794	0.911713076418959	0.0842712079285626	0.0360741116753417	0.0332299472608052	"50"
104.5	-3.62557788994293	-0.476246524443444	0.913313812003916	0.084101741493285	0.0364847160516316	0.0330014256824901	"50"
105	-3.62488510910255	-0.475654939386297	0.912978988253882	0.0833142282054027	0.0365669455901312	0.0332016711395468	"50"
105.5	-3.62645717669706	-0.475600681246225	0.91389515604304	0.0829342415082266	0.0360273582184634	0.0339026380523895	"50"
106	-3.62764283903727	-0.475355624675442	0.912922482259041	0.0829140975127416	0.0362972304691897	0.0336892582217513	"50"
106.5	-3.63050595793717	-0.47732153924709	0.914229616072051	0.0832052426966392	0.0370416862946595	0.0330520910338135	"50"
107	-3.63317293470663	-0.478272663478896	0.915995666387462	0.082237064970311	0.0373451185040514	0.0334100073030705	"50"
107.5	-3.63382951236422	-0.47814750057851	0.915548414936908	0.0825793944267694	0.0378350187278089	0.0335830916093117	"50"
108	-3.63452219489024	-0.477992417240343	0.915612271071356	0.0821937754447717	0.0377342117484303	0.0332191058879894	"50"
108.5	-3.63662770236786	-0.479228566068952	0.918585601585187	0.0815243291226313	0.0370833489103102	0.033720383391077	"50"
109	-3.63667175835026	-0.477975451503327	0.916185633323991	0.0817735535857889	0.0373548188180754	0.0341660507681759	"50"
109.5	-3.63865269255758	-0.477796575936458	0.916576936810613	0.0817839101037379	0.0373289880442146	0.0336658533895741	"50"
110	-3.63911222802035	-0.477340516631254	0.916307462876658	0.0817655379238964	0.0366041682774136	0.0337829606832281	"50"
110.5	-3.64001034883373	-0.478352506996543	0.918274697074022	0.0817743079798028	0.0365657202566293	0.0337608008653574	"50"
111	-3.64107462786821	-0.478043651873841	0.917751771111117	0.0819424701662328	0.0368625711066252	0.0334120152380449	"50"
111.5	-3.64303718911207	-0.477283229417068	0.915953395807154	0.0817006633564787	0.0363126545824246	0.0332633212316682	"50"
112	-3.64615793211557	-0.478580420100448	0.918379976272109	0.0808132352455608	0.0366790338509757	0.0328463642315566	"50"
112.5	-3.6482383589875	-0.478245107447413	0.918439638823124	0.0807069960663647	0.0365690839500545	0.0329025451158047	"50"
113	-3.64864154600828	-0.478299506986727	0.918828831820532	0.0811870873919016	0.0367708031057606	0.0325388547536939	"50"
113.5	-3.65149214720598	-0.478764707293877	0.91903608548563	0.0812654373236423	0.0371741209819851	0.0323912437220594	"50"
114	-3.65276407734514	-0.479356050236335	0.919207378107592	0.0814999862618908	0.0375746363347151	0.0323557861814916	"50"
114.5	-3.65281763369484	-0.479762790064055	0.919941140213302	0.0821586833170418	0.0374217214585089	0.0322237220372872	"50"
115	-3.65493396512362	-0.480074278551101	0.921980362922519	0.0819928496654487	0.0369032410844838	0.0325969771153959	"50"
115.5	-3.65876102995491	-0.48127696149435	0.922916270100785	0.081655272117386	0.0371826026241652	0.0326928475018315	"50"
116	-3.65823685829211	-0.479491042826438	0.920436538081533	0.0813921706560805	0.0370957512474964	0.0330892574837162	"50"
116.5	-3.6593788686257	-0.480255665162524	0.921717215030088	0.081094667212616	0.0372335201080639	0.0330498704065203	"50"
117	-3.66337018434418	-0.481921265958359	0.923189214587355	0.0807924472834554	0.0376500731136596	0.0326916465894864	"50"
117.5	-3.66587296881897	-0.481977240654216	0.92344045378542	0.0807265658952243	0.0373221794120275	0.0325569941052307	"50"
