"iterations"	"beta0"	"gamma0"	"delta0"	"omega2.beta0"	"omega2.gamma0"	"omega2.delta0"	"algo"
67.5	-2.52906825626867	-0.362705341045353	0.68072976487624	0.250944265190077	0.0230343002230255	0.0235597654406782	"25"
68.75	-2.52834197788574	-0.36547035570956	0.681069639188663	0.250754375978901	0.0228943268492107	0.0231910218900426	"25"
70	-2.55053345921575	-0.365798906340822	0.68493396457097	0.252698394918078	0.0225213550053937	0.0226686371202744	"25"
71.25	-2.58615752355006	-0.368609847154595	0.692354527315451	0.250379868333079	0.0236266603228114	0.0230175485114706	"25"
72.5	-2.61560954058484	-0.373694646181723	0.704536082082272	0.248379509534777	0.0232315735596268	0.0227053593557883	"25"
73.75	-2.64849152912246	-0.376879192975341	0.709074094617455	0.234602275538989	0.0238992234710749	0.021609823209001	"25"
75	-2.65707843482274	-0.379297443570123	0.713997555529271	0.228328674962694	0.023034352607697	0.0211930441168613	"25"
76.25	-2.68031147397787	-0.381250586256353	0.714556929806119	0.216195877089002	0.0227778880293973	0.0207894504533037	"25"
77.5	-2.69946529786637	-0.378206879572691	0.716647044051849	0.222587747283769	0.0220719130132229	0.0209174868741457	"25"
78.75	-2.70067875426407	-0.378906777249541	0.719624592799393	0.223382024037486	0.0220405505962629	0.0208858931094327	"25"
80	-2.70991230413812	-0.378150342580357	0.722545533315788	0.220125396261717	0.0219409553353685	0.0204894143776726	"25"
81.25	-2.72209634533126	-0.379918023191098	0.722982040778079	0.219144920845562	0.022965606678456	0.0205435224118541	"25"
82.5	-2.73858951907701	-0.384575169459508	0.728407901247119	0.20995766853386	0.0229286156975036	0.0202378310725937	"25"
83.75	-2.74462643972598	-0.38157364540279	0.727290735514371	0.201923852985787	0.0231982850027036	0.0213546713676332	"25"
85	-2.76029929954297	-0.382015052734855	0.730109718825262	0.196853439344201	0.0240864486046212	0.021420099284074	"25"
86.25	-2.74856903068564	-0.383863116744133	0.729537572289814	0.196884527997219	0.024184365798878	0.0214484421926032	"25"
87.5	-2.74010609720931	-0.386017035084446	0.726018495748069	0.19196216818674	0.0237340809165054	0.0211054832118475	"25"
88.75	-2.76186100679816	-0.387788471605773	0.734136911089245	0.19934802485997	0.0241315194878555	0.021496178832028	"25"
90	-2.77846461144142	-0.390348771662771	0.733086134874133	0.188961875356028	0.0240885908673063	0.0217404422901274	"25"
91.25	-2.7882644146069	-0.39301970992835	0.737812229902938	0.187873107781007	0.0232893187396214	0.0214804876429029	"25"
92.5	-2.78464383568956	-0.388254696268607	0.735117465823664	0.189761907593188	0.0236613616109904	0.0207104819679975	"25"
93.75	-2.81122920427471	-0.391578116610237	0.740967165750035	0.187913830247622	0.0241005947560712	0.0215600308508166	"25"
95	-2.82174070955071	-0.39313278419637	0.742038030276845	0.187561534532416	0.0240486151561141	0.0208341617326743	"25"
96.25	-2.8276679111407	-0.392229624103269	0.742674383224927	0.175325598567686	0.0233556007084473	0.0210821039920857	"25"
97.5	-2.83891901068379	-0.389706921047825	0.743997976459536	0.175543730114672	0.023139784734261	0.0210438485782283	"25"
98.75	-2.85514590979763	-0.390591226065501	0.745530292176621	0.172552716813875	0.0229301189223566	0.0207825629840281	"25"
100	-2.85901959533847	-0.389287084441266	0.746505625824317	0.171680927392755	0.0223916418998891	0.0216452690667441	"25"
101.25	-2.86575213528211	-0.388827240539528	0.74481691239281	0.168437484734691	0.0218333141753592	0.0226129687379375	"25"
102.5	-2.85711470081286	-0.385777794479912	0.741236130179685	0.167247982911508	0.0222539596188102	0.0218541976357127	"25"
103.75	-2.87550223804211	-0.386525542968946	0.740035707479434	0.174850756976847	0.0223283644071995	0.0211052916096799	"25"
105	-2.8909771595471	-0.386597072359572	0.741682260895477	0.182069475862226	0.0226885007068892	0.0209696418229811	"25"
106.25	-2.90391819619579	-0.390729482237411	0.747783409255931	0.171549085949255	0.0221215999956466	0.020564024065352	"25"
107.5	-2.92240343382575	-0.39137935382743	0.748300774492525	0.171914485106271	0.0228340514003942	0.0200440904584076	"25"
108.75	-2.92680509513727	-0.391068101034273	0.745563868782938	0.17375920574375	0.0222859872697431	0.020272545039435	"25"
110	-2.93946114769726	-0.390678234308436	0.746286548149009	0.167318407046467	0.0231642069682074	0.0194907246172689	"25"
111.25	-2.93979655395126	-0.390751779525307	0.749223164387771	0.161127399966105	0.0226158705552507	0.0198311181073801	"25"
112.5	-2.94772426913061	-0.391951483709117	0.752407800011482	0.158014346573777	0.0221487398560841	0.0197800813090765	"25"
113.75	-2.96054599554229	-0.393849584142144	0.756906115716728	0.156980622549916	0.0219777002988908	0.0196022452883973	"25"
115	-2.96095998283186	-0.39162957708968	0.760129878688672	0.161954126337061	0.0222962155383646	0.0189724136164388	"25"
116.25	-2.96167140159104	-0.391792055002029	0.759123678849193	0.159149151540829	0.0218506036422293	0.0189796134783383	"25"
117.5	-2.9730761652063	-0.39460268539963	0.761899220296146	0.168546944110759	0.0214781632107739	0.0184923521406419	"25"
118.75	-2.97670614421376	-0.396943820945893	0.768146358361486	0.17146292447447	0.0216614982197213	0.0192646316022569	"25"
120	-3.00529045102184	-0.398310747711195	0.769718317284251	0.172676084439125	0.0212981433649127	0.0197020256031036	"25"
121.25	-3.00765532792645	-0.396105174815689	0.76514887647866	0.161981217061886	0.0214616600187726	0.0191750501522686	"25"
122.5	-3.00505954013632	-0.395157251551848	0.76431469973176	0.162263569084992	0.0213777826043645	0.0193141346477763	"25"
123.75	-3.01125101999009	-0.397002065233375	0.763071602037635	0.165838019432046	0.0217798177589512	0.0198967857766543	"25"
125	-3.02361777363922	-0.396659747624634	0.764505267955709	0.157406505587083	0.0222424506378866	0.0195366607922861	"25"
126.25	-3.01626310737996	-0.397363000352481	0.7685749221366	0.153057044124667	0.0227988305476084	0.0194375385652902	"25"
127.5	-3.02208103581161	-0.399272986306998	0.769166602658206	0.147501875261264	0.0230826584912615	0.0196827967935235	"25"
128.75	-3.03597845784888	-0.402156539675624	0.772814596605692	0.139454917392563	0.0227600437533629	0.0198034292619005	"25"
130	-3.04089522795295	-0.404247788157256	0.775820869119348	0.139711440084586	0.0231308351110301	0.0205693067109881	"25"
131.25	-3.03969564241586	-0.405879656366145	0.779680201921758	0.133171089900568	0.0233035655994269	0.0206008687632022	"25"
132.5	-3.02510627845541	-0.403632379352908	0.777662876955304	0.134331353988454	0.0226279441011918	0.0198564988325364	"25"
133.75	-3.02798544690493	-0.404668549535373	0.781954957313405	0.133796460996109	0.0226956270345474	0.0206462757937528	"25"
135	-3.04078764268496	-0.405064519753561	0.784262648195247	0.138790310609851	0.0222147639125528	0.0210328986742233	"25"
136.25	-3.04621779801152	-0.407634650794369	0.784346229204505	0.135555373439503	0.0226671345193677	0.0212209143711997	"25"
137.5	-3.04734227248673	-0.406997405340357	0.784384938291363	0.136332694319835	0.0221278606976494	0.0220783314150892	"25"
138.75	-3.06263512300377	-0.407066103790304	0.786547529623774	0.144739108567085	0.0221548407002586	0.0222414142956653	"25"
140	-3.07507270521113	-0.405378242702302	0.78560144418593	0.138533767357011	0.0223381174802342	0.0227214924673678	"25"
141.25	-3.07908566572525	-0.404536452115404	0.787252140300559	0.140857411446033	0.0224232491209129	0.0234417499971544	"25"
142.5	-3.06775966270549	-0.405333001361675	0.782413340236069	0.142298075053551	0.0235189325350538	0.0231113844811986	"25"
143.75	-3.06770686165338	-0.404746800749465	0.783328919307075	0.147699418975801	0.0234822947227536	0.0229840033923591	"25"
145	-3.06990869545062	-0.405696282696495	0.782612895071679	0.153650527590068	0.0218525784180907	0.0231939082145765	"25"
146.25	-3.05435098218471	-0.403780149102477	0.780289423912656	0.153464669324192	0.0223984518091732	0.0235551354588344	"25"
147.5	-3.05409588695254	-0.403677583691308	0.778973414685024	0.152594470188475	0.0226117877033861	0.0239968978873389	"25"
148.75	-3.06374616790001	-0.403596689209375	0.782044625126682	0.14575252513896	0.0224521384887196	0.0228122885606791	"25"
150	-3.07676493333457	-0.404763237478654	0.778793083461565	0.149346279555008	0.0223056742955773	0.022980579811775	"25"
151.25	-3.08414962156925	-0.404948268494062	0.779887556063305	0.14387802848055	0.0232228765198497	0.0229868786062803	"25"
152.5	-3.08365375064166	-0.406511833221132	0.782845330958712	0.135590825964767	0.023494442578471	0.0221643090449946	"25"
153.75	-3.07673266311944	-0.404941494024311	0.779367524420785	0.136881095828961	0.0243530133496084	0.021101596560585	"25"
155	-3.08401220490591	-0.405651813202781	0.780881802307602	0.135533491025596	0.0234730005353491	0.0215566970744527	"25"
156.25	-3.07014670925807	-0.406283212182977	0.779393898856362	0.13612453754827	0.024141939270814	0.0208824701499568	"25"
157.5	-3.0982256672877	-0.407258050157601	0.781335999642269	0.133674721605063	0.0242107774231718	0.0214095635267502	"25"
158.75	-3.11366327374916	-0.407231117848399	0.782169230902639	0.131665813783771	0.0239778544215292	0.0214661188685431	"25"
160	-3.11175268720511	-0.408265575628702	0.785151601034057	0.125834722490564	0.0249812120249576	0.0215637077178847	"25"
161.25	-3.11855576001039	-0.409041928543548	0.783882660321232	0.120163856449604	0.0255748817792392	0.0226843834718636	"25"
162.5	-3.13512501758944	-0.407596916083594	0.784250736584354	0.116336950632975	0.025036760172265	0.0226618157492641	"25"
163.75	-3.14814166423219	-0.407988808115766	0.787012684464583	0.125250126984721	0.0261614395641764	0.0225237656668683	"25"
165	-3.15336318219031	-0.408452872133077	0.790562793852311	0.129427806800699	0.0258008073365877	0.0220172831303939	"25"
166.25	-3.1625103858853	-0.408124837947274	0.788267401548365	0.128749619785864	0.0255597435549122	0.0226255659454196	"25"
167.5	-3.17270086958644	-0.406734736823454	0.78782171167761	0.126337162568221	0.0250368160708129	0.0221820278349231	"25"
168.75	-3.18342520046209	-0.409258084383226	0.792768366552923	0.129715228783054	0.0245538877788854	0.0222924718415783	"25"
170	-3.17626154759612	-0.41075048134363	0.795278438507907	0.129750948355182	0.0246444333965536	0.0223527737243443	"25"
171.25	-3.18139714778398	-0.412992345148044	0.796503454253544	0.13524859668833	0.0246616548986736	0.0227327466966029	"25"
172.5	-3.18269871906968	-0.412540909671172	0.797129306054803	0.141368964896131	0.023980047180672	0.0222004003837348	"25"
173.75	-3.18612561022794	-0.411524314827152	0.795933611776341	0.142829435521545	0.0246319598509857	0.0215949227745474	"25"
175	-3.19903295264819	-0.414215924470186	0.79877766100454	0.153441268530871	0.0247115836520983	0.0204822476869628	"25"
176.25	-3.21164939174634	-0.414671545940822	0.801186590482399	0.150993235769734	0.0247105704702606	0.0207833287354345	"25"
177.5	-3.21759738306028	-0.413180176082054	0.80038028369644	0.157277398895294	0.0253442131236293	0.0208612700445008	"25"
178.75	-3.23114368568311	-0.412845486050527	0.79739699190077	0.15843607180696	0.0258338805460025	0.020694698079486	"25"
180	-3.22763170778668	-0.418748806003763	0.801490588928681	0.153776254247942	0.0255850235340077	0.0202759556460782	"25"
181.25	-3.22775090763545	-0.418982051226633	0.801575275435826	0.152215693959928	0.0263843160706176	0.0211662482306989	"25"
182.5	-3.24377454205237	-0.421649038027478	0.806367331862359	0.15690761792594	0.0268933476574124	0.020587576668037	"25"
183.75	-3.23364880876937	-0.419363238284593	0.80784866095165	0.153943428036955	0.0265332302354679	0.0213181736353368	"25"
185	-3.22764918941252	-0.42114259285027	0.80831906276004	0.160255251863354	0.0249605878416295	0.0221953842553481	"25"
186.25	-3.21966685095294	-0.419968267028421	0.807828847821539	0.164369460652212	0.024969202567421	0.0220941687667178	"25"
187.5	-3.22133902012719	-0.419858393008632	0.806286581991578	0.166297418466732	0.0247231279294268	0.0225508747602697	"25"
188.75	-3.23263046635011	-0.418210523563803	0.812770501463695	0.163223476505273	0.0252852785341044	0.0227703366067123	"25"
190	-3.23489581908356	-0.417479178678056	0.814309883018922	0.156577652333455	0.0250111428397073	0.0242729010738435	"25"
191.25	-3.23602687182012	-0.419069323684083	0.811902131667467	0.146844524113728	0.0248841284689297	0.0240072220394244	"25"
192.5	-3.24131601927806	-0.42109337366203	0.816102016962825	0.149624576016432	0.02493639309076	0.0239786509659662	"25"
193.75	-3.22894048176891	-0.420231380102101	0.813022654291043	0.150766520056315	0.0244852870092769	0.0247465821892949	"25"
195	-3.23194524033381	-0.419331560133161	0.811470888916647	0.148598707137216	0.0239367635361884	0.0249130447186419	"25"
196.25	-3.2127028459789	-0.417994058938285	0.811700051229244	0.156651153381594	0.0242379910515611	0.0252818525631711	"25"
197.5	-3.22758754530118	-0.421230172843616	0.814658395781225	0.161178323681579	0.0242819992675171	0.026024076356266	"25"
198.75	-3.22882898981528	-0.420551256849009	0.814768857065966	0.158548063570635	0.0242209922215111	0.0274247998863364	"25"
200	-3.22070633852421	-0.421922877190376	0.817666572368583	0.163695362322203	0.0240163328547581	0.0269796713411085	"25"
201.25	-3.21848050166642	-0.42047875662031	0.812142751443366	0.167301230637596	0.02335496635508	0.0284790487133956	"25"
202.5	-3.21890642368856	-0.420287844926683	0.812580712486538	0.179990133490108	0.0236668947322717	0.0287217203870493	"25"
203.75	-3.22045446063975	-0.42208573259773	0.81777664344703	0.181267959057012	0.0245999038965319	0.0292262526400496	"25"
205	-3.23066903008527	-0.420483258196696	0.818534708753019	0.182605386042207	0.0245053698831759	0.0273216824693543	"25"
206.25	-3.2361963237652	-0.423705468316877	0.816684855191832	0.19021669233204	0.0260038071273269	0.0276058740403232	"25"
207.5	-3.23313868732874	-0.423804030192696	0.814048853208758	0.200683125702769	0.0260792739541074	0.0270589773521455	"25"
208.75	-3.23857490695501	-0.427672604890888	0.815517443193058	0.197515966682451	0.0268270815760779	0.0264739663333096	"25"
210	-3.26222660792276	-0.434089517085926	0.82111547691561	0.206216032986248	0.0279158703889097	0.0270695858779706	"25"
211.25	-3.26542291006931	-0.431477504028158	0.823480888801051	0.201721350404549	0.0278066206820232	0.0258795981892834	"25"
212.5	-3.26168314577485	-0.431336395102744	0.822766971917003	0.196347852512822	0.0279129688758498	0.0259503389298108	"25"
213.75	-3.2724699076994	-0.431696367472986	0.823233869486317	0.191920346456628	0.027823930586257	0.0267339561091063	"25"
215	-3.27049773940287	-0.430722033184576	0.822901346382449	0.187638648942318	0.0285835333165112	0.0266207415412545	"25"
216.25	-3.27419558130377	-0.432597226813854	0.826203822974845	0.181129296820128	0.0291321630391058	0.0258777955330988	"25"
217.5	-3.28060255948891	-0.433907925719927	0.828153369421575	0.178238274568303	0.0299703291982342	0.0264638764344329	"25"
218.75	-3.29822789682165	-0.432528551920795	0.82978585821585	0.17082964300408	0.0295752711175699	0.0265821542154754	"25"
220	-3.30342865674133	-0.433942047171963	0.832975570708001	0.167683558392202	0.0295828971485088	0.026855594393883	"25"
221.25	-3.3168252632717	-0.435179788704116	0.831887827979271	0.172888750647946	0.0299757675829186	0.0269472933774373	"25"
222.5	-3.32835540707186	-0.436313731524146	0.83456061045239	0.180098868556739	0.0296684835051028	0.0269546135324253	"25"
223.75	-3.33696139495518	-0.43588350833679	0.83779715911309	0.17640287793032	0.0298640147557925	0.0277289342641621	"25"
225	-3.32935728076299	-0.435437403327752	0.838639676066147	0.177273908113442	0.030242276197631	0.0262597129403622	"25"
226.25	-3.34043409062102	-0.43736532874502	0.842849499316844	0.172568379626766	0.0309658160681799	0.0259044201480927	"25"
227.5	-3.35356584913518	-0.440923193957016	0.848073751235594	0.18196405922512	0.0312070515329595	0.0263522990821324	"25"
228.75	-3.36664621583426	-0.441310811279812	0.848511210041512	0.179517486484704	0.0311916528926302	0.0266675417601984	"25"
230	-3.36981968191893	-0.442182765261836	0.850203356154076	0.179963332601131	0.0311323442757342	0.0260851110480353	"25"
231.25	-3.37431447539744	-0.441882398829779	0.849789600911215	0.180354137374009	0.0309302086732519	0.0272707309043987	"25"
232.5	-3.39952053159687	-0.445182356048013	0.854164883968018	0.178085213119436	0.0305253837927728	0.0264465975105677	"25"
233.75	-3.4079401502907	-0.449401565758541	0.857580493855686	0.177557706715154	0.030538591404578	0.026222808880127	"25"
235	-3.41582508555497	-0.44919990377011	0.861308114750843	0.172067105744372	0.0299665328555751	0.0252005952802103	"25"
236.25	-3.41430039978649	-0.450294676134243	0.86124122733284	0.168292895844456	0.0302887457395717	0.0250609910039103	"25"
237.5	-3.41781218088293	-0.451762304858768	0.862496353938121	0.168879655995809	0.0303587315796546	0.0261806464681432	"25"
238.75	-3.4121459952934	-0.449343799903208	0.861740055885784	0.165668194353945	0.0311414030868748	0.0255302974096104	"25"
240	-3.41115093864097	-0.448825024788226	0.857099524382359	0.1635628428178	0.0319968732903163	0.0264547009002865	"25"
241.25	-3.42185189308369	-0.45073323672554	0.862515520834324	0.162960707032273	0.031489943268884	0.0257984892704735	"25"
242.5	-3.41140278399346	-0.449231328129459	0.85973477762486	0.16479922337045	0.0301948745549222	0.0257088096469124	"25"
243.75	-3.40060617971564	-0.445393229168934	0.857160076944191	0.168983756204227	0.0310624317331608	0.0264954974079078	"25"
245	-3.40879309121464	-0.446415172896522	0.858743063522038	0.177411807366129	0.0316532803538152	0.0271854363883282	"25"
246.25	-3.40606221183601	-0.450659593641899	0.860189637319126	0.174265552566997	0.0329013163006978	0.0277686885482068	"25"
247.5	-3.42376812149671	-0.452922473974835	0.86206773309611	0.182931446273003	0.0327664513786436	0.0284250812301586	"25"
248.75	-3.40820426655904	-0.452581210454613	0.858494644216582	0.178224278990681	0.0324626629569372	0.027959545841144	"25"
250	-3.40974986617886	-0.451805640277691	0.859467893588454	0.175629499986087	0.0336304690195121	0.0277295122398088	"25"
251.25	-3.41189664949149	-0.455836213098705	0.862023963108754	0.182854103331534	0.0342448462746008	0.0287452540588147	"25"
252.5	-3.40496361060174	-0.455358115448523	0.861440839231608	0.18018070274444	0.0347187090469712	0.0290917896719453	"25"
253.75	-3.41622408398957	-0.452883672608124	0.860499267265893	0.174234657089777	0.0343649247778497	0.0302777062384174	"25"
255	-3.40516932023445	-0.456455891389949	0.862143890324544	0.182022473131687	0.0348637761717739	0.0308730250025753	"25"
256.25	-3.42826922402872	-0.459497928394512	0.868028522717815	0.185436762149449	0.0341994947376864	0.0308049303041366	"25"
257.5	-3.43289217043308	-0.46184002115315	0.871701573874266	0.176118432573997	0.0336804068134253	0.0298472043556409	"25"
258.75	-3.43203227832073	-0.459815637704934	0.870980157605156	0.180070574475955	0.0337846196095622	0.0282313520043561	"25"
260	-3.4197650419442	-0.455792929845306	0.864717613496994	0.178440397815789	0.0340116696262636	0.0284853917498179	"25"
261.25	-3.41839823642227	-0.453290581510838	0.869123615766871	0.173481754945083	0.0322161354937627	0.028715025005039	"25"
262.5	-3.41642151295989	-0.45483132059174	0.868583995716138	0.169453967895858	0.0344000562284567	0.0300507394535926	"25"
263.75	-3.43486536610109	-0.457022536848651	0.873411988501295	0.167319935984199	0.0344888276335251	0.0305762085657141	"25"
265	-3.44263915690347	-0.458175553677671	0.877494375158649	0.168756879642086	0.0343138894713493	0.0306028756564555	"25"
266.25	-3.43889832848143	-0.455141007178342	0.87461384698495	0.164334687998858	0.0336763603932544	0.0319289732581842	"25"
267.5	-3.43838246254023	-0.452857482145598	0.869228607192675	0.160657642340849	0.0323658866046835	0.0322483922251617	"25"
268.75	-3.44720550839356	-0.450620026647749	0.869858950306966	0.163101801667464	0.0335903769619838	0.0319928501529066	"25"
270	-3.45227116298173	-0.452338556099661	0.870834431516112	0.161885667904311	0.0330796003836879	0.0313201171286265	"25"
271.25	-3.45401502646161	-0.455135969448372	0.870696824139218	0.158321721986853	0.0337228628403141	0.0300431564867425	"25"
272.5	-3.45318434730194	-0.456312505359908	0.873044346126481	0.159988076006918	0.0345683177751967	0.0309743013681181	"25"
273.75	-3.46283092146548	-0.455653303768725	0.873070468530426	0.152394045558122	0.0333100095993286	0.0303406371583316	"25"
275	-3.47925008411426	-0.45653535081987	0.875006752383402	0.157049627310769	0.0328257815850447	0.0306894417605371	"25"
276.25	-3.49034875690696	-0.46009576508332	0.878491376535048	0.164803925665195	0.035071741150398	0.0315142404296984	"25"
277.5	-3.49901613984862	-0.458869917107387	0.875927551015254	0.16054253031375	0.0360863133190771	0.0306288732458873	"25"
278.75	-3.50608450823784	-0.464559929451242	0.880123813363069	0.165037928183303	0.0364859148886559	0.0311067805977822	"25"
280	-3.5189757781811	-0.466305268397773	0.888143326197196	0.16960248184153	0.0370263541449141	0.0310166010549381	"25"
281.25	-3.51773828821086	-0.466229649112992	0.890047651178048	0.173779206127216	0.0386780735441138	0.0304695014537101	"25"
282.5	-3.51026956416798	-0.466041981889845	0.889396531435185	0.177146667394668	0.038368652576268	0.0310783801022763	"25"
283.75	-3.5050482613522	-0.467523039439539	0.892576558607605	0.177870299618187	0.0377610357863893	0.0315906227015447	"25"
285	-3.50145091429753	-0.467673293450613	0.891936829074152	0.182942816020567	0.0373803794362591	0.0316166633990997	"25"
286.25	-3.49518867408489	-0.466618335587858	0.891143191749112	0.177037736852034	0.0371456878200255	0.0328622313757184	"25"
287.5	-3.49461528538116	-0.464890173371085	0.88958027626412	0.17943316037667	0.0372609464444363	0.034225800992458	"25"
288.75	-3.49818225894855	-0.469366317577369	0.889882367839891	0.179220300260711	0.039593888282543	0.0341028864585214	"25"
290	-3.505333615989	-0.466106827631053	0.889734334649287	0.176169632488001	0.0392878946385748	0.0352015015434026	"25"
291.25	-3.51060422773062	-0.468444576063453	0.891673877063903	0.174423155904769	0.0387574091505152	0.0350603869068482	"25"
292.5	-3.50955366597921	-0.468508456507106	0.896519844726361	0.163711896498071	0.0382759483213124	0.0356693287864067	"25"
293.75	-3.5032832332945	-0.466987302292789	0.892498260626162	0.169869704272406	0.0382832450793353	0.0361973004592252	"25"
