"iterations"	"beta0"	"gamma0"	"delta0"	"omega2.beta0"	"omega2.gamma0"	"omega2.delta0"	"algo"
15.3	-2.01958332366786	-0.324324920283979	0.598735267956841	0.254033677037651	0.0191131521525974	0.0217740428421828	"35"
16.15	-2.07349592645587	-0.32625315518551	0.605590940917055	0.238343465295391	0.0191332493564267	0.020974175538676	"35"
17	-2.11816883714254	-0.329188892240423	0.612912844415649	0.234521275604192	0.018999933356047	0.0205572723063253	"35"
17.85	-2.18106418465222	-0.332027574571296	0.620918918700634	0.232306966376021	0.0189518277056588	0.0203392057959266	"35"
18.7	-2.22214601889766	-0.334236927879939	0.625995197628791	0.233955852868538	0.0186204393739368	0.0206709983863497	"35"
19.55	-2.2565123667555	-0.339395962410389	0.634242553898513	0.229715302571654	0.0188105604098087	0.0196234012934402	"35"
20.4	-2.30276783393215	-0.342515257008729	0.638461850942227	0.222574463149263	0.0194044029216543	0.019226935261356	"35"
21.25	-2.34225353585605	-0.345150054790156	0.64558913052062	0.21211115203484	0.0194127786248529	0.0190317867582989	"35"
22.1	-2.37013157262839	-0.342683490662116	0.645661993737386	0.207938178106848	0.0193828274408696	0.0190014586019542	"35"
22.95	-2.41328653296183	-0.34632745306587	0.652196849515373	0.198621953148922	0.0186547774355943	0.0188211997102714	"35"
23.8	-2.44283382736239	-0.348997312250726	0.657849518164217	0.197160662723479	0.0193068393947478	0.018441390851619	"35"
24.65	-2.46677449389356	-0.351213076693202	0.660820049506474	0.198300572234519	0.0195668830404677	0.018519978612203	"35"
25.5	-2.4877716753053	-0.352916293835813	0.666907604351927	0.192117674398675	0.0195867590764806	0.0186572299508979	"35"
26.35	-2.51698520067416	-0.357372269052775	0.673974009252771	0.192701917829362	0.0191251632881948	0.0183274106786762	"35"
27.2	-2.54239553068924	-0.358695492486646	0.677316860996571	0.180076647324221	0.0191937982107589	0.018462282534616	"35"
28.05	-2.56479765562923	-0.359782385084788	0.681751775985439	0.172148432573991	0.0193983805341343	0.0181481292086608	"35"
28.9	-2.58124922341853	-0.361683932126176	0.684870209845287	0.168953341833337	0.0199663821446198	0.0173582357025563	"35"
29.75	-2.6094757336403	-0.36413964997306	0.689751636598354	0.16891083165298	0.020135546396762	0.0178272437833594	"35"
30.6	-2.63307710978406	-0.366488985732431	0.696328268640322	0.171278733879852	0.0206342915628284	0.0180241506153707	"35"
31.45	-2.65126828475968	-0.366563125742357	0.697348042439745	0.169309010870703	0.020579471679163	0.0179848462713657	"35"
32.3	-2.66358763360326	-0.368246062979805	0.699702207372851	0.170250492321641	0.020845975019426	0.0178302819418747	"35"
33.15	-2.68323600879954	-0.370165527985732	0.703061202770438	0.168319463601508	0.0206474625959158	0.0173246471084542	"35"
34	-2.7105188093861	-0.373344695215246	0.710124372618125	0.168626087169304	0.0212059413338977	0.0175981269925288	"35"
34.85	-2.73030585160899	-0.375865847513244	0.714820533957615	0.169361893415909	0.0218468900740843	0.0180996878110776	"35"
35.7	-2.76246480680103	-0.378063510334808	0.718072873553998	0.16929077428026	0.0217687072766111	0.0188545268666556	"35"
36.55	-2.78848844859856	-0.38117015066294	0.726187174866492	0.16666648686479	0.0222604871470753	0.0186370666120298	"35"
37.4	-2.79699647635277	-0.382395700808823	0.728416612708613	0.166844000093968	0.0223434040141883	0.0189075293280823	"35"
38.25	-2.80123579535653	-0.382601593539174	0.729906150651098	0.168434671620754	0.0222792259895782	0.0193885069020916	"35"
39.1	-2.81312148488976	-0.382960621327074	0.728677698759866	0.166915207682909	0.0222897664304871	0.0191372653643449	"35"
39.95	-2.82699413106897	-0.384212269953799	0.732304590153039	0.161830069080063	0.0228041483786003	0.0185795945459087	"35"
40.8	-2.83405624403162	-0.387182584785566	0.736187605934979	0.155034801176372	0.022468676285491	0.0188348014516277	"35"
41.65	-2.85223683071003	-0.390375970492341	0.741245707581815	0.155362092537096	0.0225942236030634	0.0186168339731699	"35"
42.5	-2.87048124849191	-0.390925282384369	0.744058089712791	0.151017988728539	0.0225868538597868	0.0189007484210884	"35"
43.35	-2.87949699140574	-0.391428487568627	0.747542078532631	0.155173371654138	0.0226795775978465	0.0193059682312903	"35"
44.2	-2.8944656429431	-0.393498331754561	0.749772053557032	0.155380812809129	0.0231540262681975	0.0198548667020793	"35"
45.05	-2.91280762373216	-0.394081464573702	0.750628538775289	0.1551773510809	0.0231839206252362	0.0190384716199822	"35"
45.9	-2.92263393874484	-0.39407698272935	0.752096074022462	0.152082488892237	0.0229245471354084	0.018808060821507	"35"
46.75	-2.92685099742031	-0.394353427772712	0.753242707748815	0.15416862038399	0.0222622431123583	0.0198308794325551	"35"
47.6	-2.93653498862028	-0.395544475131467	0.755859800285911	0.154835345985065	0.0222913683485841	0.0199766373960444	"35"
48.45	-2.93822750589917	-0.396694204833277	0.756939567512983	0.154736488680509	0.022911964207424	0.0207839225513187	"35"
49.3	-2.94871580829191	-0.395224995688551	0.757659620762693	0.154521122314703	0.0233747020435358	0.0210872300848886	"35"
50.15	-2.96794983240737	-0.398657143991535	0.762089815822406	0.151127325580898	0.0235550891089186	0.020881893276122	"35"
51	-2.97699419447737	-0.400803458819541	0.76518825894017	0.148648990240078	0.0228326254215048	0.0216554979642478	"35"
51.85	-2.99001200290711	-0.401069773842744	0.76797636375806	0.147480677440306	0.0233932750140767	0.0219189810125821	"35"
52.7	-2.99660206259956	-0.403144297267448	0.771537738650903	0.142975103227517	0.0236370095326937	0.0220450032978621	"35"
53.55	-3.01187039343001	-0.403796577698161	0.774378198201869	0.140932148191121	0.0239580234084888	0.0218942817607181	"35"
54.4	-3.03075362633987	-0.404885234681542	0.77970019913533	0.139284594741858	0.0237252820641784	0.0217522496454527	"35"
55.25	-3.043292730128	-0.40736180193424	0.781290590602999	0.132071836807278	0.0242145343852601	0.0215721439703734	"35"
56.1	-3.0517399894309	-0.409713073760539	0.783492121120159	0.12883717436026	0.024385511198841	0.0220856569278539	"35"
56.95	-3.05799036170368	-0.410715404875558	0.785449057483892	0.126250342710081	0.0253114893588266	0.0220628310992926	"35"
57.8	-3.06702254462195	-0.41264598870369	0.789425893162673	0.123440544542303	0.0257541812208331	0.0222197620095455	"35"
58.65	-3.06547339314426	-0.414008752060702	0.792153027531606	0.121832197072651	0.0256494264552518	0.0223864120849584	"35"
59.5	-3.07279576369737	-0.416524374925082	0.796375624913064	0.120931389659367	0.0251427292503064	0.0225653072302178	"35"
60.35	-3.08763293017053	-0.417848875151646	0.801132524861225	0.120826166776892	0.0255868874912635	0.0221745494707578	"35"
61.2	-3.09546733720212	-0.418451325870449	0.798985905289197	0.123584821876671	0.0264181198048268	0.0225901106247535	"35"
62.05	-3.10079646287787	-0.417616872045073	0.798603759266764	0.119711343687085	0.0257147429358173	0.0232493713404872	"35"
62.9	-3.10643823682765	-0.41678761542301	0.798986779689599	0.119439217614927	0.0250911920020916	0.0238234028377639	"35"
63.75	-3.11474052554008	-0.418498395859701	0.800653338635857	0.116123968317234	0.0258853319729547	0.0235638878103607	"35"
64.6	-3.11676881817656	-0.416875825162401	0.79935068563066	0.111951935917137	0.0261281969836538	0.0241253716069422	"35"
65.45	-3.11576137356018	-0.417846237938693	0.799126721273977	0.109031252350979	0.0253780923194383	0.0237318161702006	"35"
66.3	-3.12657788617268	-0.419295196119687	0.799948820508488	0.107734049157468	0.0264329907448021	0.0229567790342254	"35"
67.15	-3.1335255157905	-0.419086706776895	0.799895124286216	0.108667324545197	0.0263267115527892	0.0229994427523624	"35"
68	-3.1391585649096	-0.418222389764163	0.800402121046564	0.105994518955116	0.0262331852096035	0.0235578707332615	"35"
68.85	-3.13773637117301	-0.416912068918577	0.800213972075413	0.105875567727924	0.0261443213914772	0.0239627184300097	"35"
69.7	-3.15032749472495	-0.418723540415898	0.803791495911526	0.106684378731886	0.0265064122488657	0.0244594632660565	"35"
70.55	-3.15160394687012	-0.419938730364383	0.804560382420566	0.107288645086397	0.0267419396117376	0.0231355863939944	"35"
71.4	-3.16187693805628	-0.423138133344851	0.807757677331128	0.111853803605348	0.0266998194462107	0.0231881336899047	"35"
72.25	-3.16774680516661	-0.424902865073257	0.813108359089407	0.115659877590204	0.0269436864439523	0.0246759021145516	"35"
73.1	-3.17559200805123	-0.425462117053149	0.815297445355548	0.11515874159265	0.0276104823154427	0.0243591669936833	"35"
73.95	-3.17756905405119	-0.425634556120065	0.814279809486583	0.120093323540432	0.0274455912650084	0.0250090724717213	"35"
74.8	-3.18379764629874	-0.427015390670486	0.815746046543983	0.119859913461772	0.0285672203954597	0.0247884650240601	"35"
75.65	-3.18665420993759	-0.425419868548745	0.8192394974951	0.120005544348663	0.0275232467306689	0.025817364961795	"35"
76.5	-3.19571640700683	-0.428117530324206	0.821817639423181	0.119551427176944	0.0278705607246997	0.0260720141422845	"35"
77.35	-3.20362578825863	-0.42913712982697	0.822539014324191	0.120933250148141	0.027804340976486	0.0263534328417535	"35"
78.2	-3.21618847713827	-0.431650800404866	0.826173254661795	0.1221714746628	0.0287707405081918	0.0260101470540194	"35"
79.05	-3.22190246590885	-0.432494322939366	0.824528093688409	0.122063730785349	0.0290922077051095	0.0252206036418257	"35"
79.9	-3.22221030354367	-0.431802874966452	0.826171166544082	0.124370308237564	0.0286684994109291	0.0256880126257852	"35"
80.75	-3.22606564417255	-0.433713835727718	0.828053008914985	0.125492277927732	0.0293700794559877	0.0255365635170974	"35"
81.6	-3.23715972456594	-0.435995362565234	0.831353619599632	0.123078573651913	0.0294870129350086	0.025891706324824	"35"
82.45	-3.24444599532087	-0.436515439862508	0.832571478991352	0.124375734742735	0.0295000815497863	0.0262947791686112	"35"
83.3	-3.24294777822298	-0.433384289817643	0.831551155396564	0.122887887175352	0.0298213702138043	0.025291734739766	"35"
84.15	-3.25191200141897	-0.435108301352182	0.833323049704147	0.123366767830943	0.0302607682379277	0.0253963480543246	"35"
85	-3.25943597342554	-0.436558363004661	0.832900697335922	0.125655296582028	0.0298845311644245	0.0255100959345452	"35"
85.85	-3.26910278786225	-0.436923116025821	0.836132969849121	0.121205771328372	0.0305231887185053	0.0261165058277049	"35"
86.7	-3.2766984937066	-0.436937150876555	0.837855095548609	0.119132420590059	0.0301639924716589	0.0264133356424667	"35"
87.55	-3.28841951248705	-0.437598702473973	0.839082770840357	0.113576783079761	0.0299028514903675	0.0277173852046093	"35"
88.4	-3.29495145933529	-0.438405298941556	0.842802492211869	0.113703299243756	0.0299587405437799	0.0276993272089922	"35"
89.25	-3.30113638438118	-0.442125296739087	0.845388618857447	0.11170999684712	0.0301912284037386	0.0272461303496877	"35"
90.1	-3.29979476046412	-0.440428854051751	0.843644051891773	0.111196510881856	0.0298956789842648	0.0274002744200337	"35"
90.95	-3.30891498894543	-0.44072757128868	0.84480196781503	0.109834305026826	0.029860767508917	0.0279985506678226	"35"
91.8	-3.30986744470823	-0.43887425835764	0.845293472546003	0.110969262472491	0.0297180439956418	0.028668238294828	"35"
92.65	-3.31319753880034	-0.439750005088208	0.845259033554713	0.110555694130623	0.029980276196083	0.0290450305327841	"35"
93.5	-3.31433625279818	-0.440473272495669	0.84748553156932	0.10958371580314	0.0295339640865382	0.0302634577789477	"35"
94.35	-3.32088643217702	-0.440390188201345	0.848289982363439	0.108188655567522	0.0294206953885733	0.0289982527147581	"35"
95.2	-3.32081296189516	-0.440133904935352	0.847030964372093	0.107039163494882	0.0301352440525045	0.0300007132556563	"35"
96.05	-3.32822151688334	-0.441753344899198	0.847751914570115	0.108582621734183	0.0304377123893881	0.0302443216983641	"35"
96.9	-3.33435203369041	-0.441613610115947	0.850136784381308	0.108652532853887	0.030256816188711	0.0300158132124022	"35"
97.75	-3.33840352442323	-0.444112509431387	0.851707022262248	0.106982772858123	0.0298899997106334	0.0292148161767753	"35"
98.6	-3.34249023341138	-0.445065904020878	0.853551439638349	0.110066829681926	0.0308459364160236	0.0283076163763971	"35"
99.45	-3.3504347058385	-0.445133937286802	0.857665495186583	0.112800541635316	0.0319069438743351	0.0286470085043353	"35"
100.3	-3.3527347727531	-0.446750371906696	0.85785784294106	0.111266851278959	0.0317639026138239	0.0275820033013965	"35"
101.15	-3.35840785785434	-0.446215232326065	0.855537535313679	0.108097953076856	0.0315432005821279	0.0275605233551821	"35"
102	-3.36653123012407	-0.445825580003495	0.853550927929774	0.109073743775365	0.0315215225499648	0.0275615009682024	"35"
102.85	-3.36532042204176	-0.446140787051072	0.855606171498109	0.108580410003038	0.0310465078329856	0.0282281731786926	"35"
103.7	-3.36850725016005	-0.449585239892326	0.859923384141502	0.110147496944272	0.0313123139313524	0.0280997351407908	"35"
104.55	-3.37084757778338	-0.449447285502319	0.857423637968081	0.111498041341365	0.030943548361914	0.0273634816153607	"35"
105.4	-3.37762401538697	-0.450151400138525	0.858141350154316	0.112082254410165	0.0320870919291122	0.0277350067259386	"35"
106.25	-3.38407532453034	-0.44882720760404	0.858968285321148	0.108480314436633	0.0320517751688801	0.0286502511342615	"35"
107.1	-3.39285276689364	-0.449734155415948	0.860112135542367	0.108529748920116	0.0323804701745732	0.0272121227521345	"35"
107.95	-3.39217370178687	-0.448367015782375	0.858519891460775	0.106180396851617	0.0318694239624778	0.0277751657709544	"35"
108.8	-3.39873502169835	-0.448999718089783	0.860701082589089	0.107902537070974	0.0318405481111135	0.0273223890129258	"35"
109.65	-3.40509875387203	-0.450897658741715	0.863058920746231	0.106124361622205	0.0313168163652253	0.0275925468029322	"35"
110.5	-3.40837198071085	-0.449025212684901	0.863218173151316	0.103557648758548	0.0305618983724839	0.0270614086125485	"35"
111.35	-3.4055101219862	-0.448313653839824	0.861443750433619	0.106788011426662	0.0309012349221792	0.0276877963112216	"35"
112.2	-3.40884235924948	-0.449352109045676	0.862191135744851	0.10165123261746	0.0307057496607538	0.0275324242764278	"35"
113.05	-3.40964767338359	-0.452316198985719	0.864808974883333	0.104130261312051	0.0311241501495481	0.0277471638286042	"35"
113.9	-3.41645604951445	-0.452567287395407	0.865631485880769	0.106373221739322	0.0316316849319052	0.0279129005281901	"35"
114.75	-3.41749794434202	-0.451580536782314	0.867149269575694	0.105060557743174	0.0315691291486196	0.0284795307320214	"35"
115.6	-3.42585554342928	-0.450073612114009	0.866378163758653	0.104454863242331	0.0316876389675417	0.0289847404211739	"35"
116.45	-3.42742967854552	-0.451991382879567	0.867823384146686	0.105231016735885	0.0321502239574272	0.0285173675900094	"35"
117.3	-3.42707500159643	-0.451100364996122	0.866542287098426	0.105234582339076	0.0322510314902126	0.0288262628850751	"35"
118.15	-3.43519962246354	-0.453601812413537	0.872208221085583	0.101941684041169	0.0315604398221892	0.0297069130084219	"35"
119	-3.43855925504032	-0.455101273902006	0.871513088802259	0.102584615203495	0.0320629736480818	0.0288641756615942	"35"
119.85	-3.44586928591846	-0.455565192173636	0.874473047550983	0.103432373287614	0.0325772383218251	0.0291022918885111	"35"
120.7	-3.44155777489512	-0.454046048041388	0.87094411853886	0.104080517360842	0.0325717252915914	0.0289532677942589	"35"
121.55	-3.44302379733339	-0.45430433697287	0.872884703766587	0.102546031530274	0.0324781440216031	0.0288705272602834	"35"
122.4	-3.44953855882218	-0.456086166437644	0.873999643135372	0.103578111844158	0.0320914105561443	0.0285364420087142	"35"
123.25	-3.45358634511398	-0.456461925850244	0.8742627341604	0.103144623356298	0.0328587007079879	0.0283147144035555	"35"
124.1	-3.46246833680097	-0.457490366468293	0.876477384711028	0.101565069684341	0.0315522895832644	0.0276305235003876	"35"
124.95	-3.46397357844059	-0.45732335352231	0.878953175894986	0.0986284081674764	0.0315298928087824	0.0274569327256727	"35"
125.8	-3.4634514429299	-0.457008570278879	0.877669300044022	0.0987662758372352	0.0309920143401692	0.0272292514618825	"35"
126.65	-3.46017493282247	-0.458679551126947	0.880009035936054	0.0974945637955216	0.0314765073782609	0.0263873045982033	"35"
127.5	-3.46313192208959	-0.457094250995889	0.87615835706771	0.0942753025010621	0.0319276094792366	0.0261721180265704	"35"
128.35	-3.46422595487674	-0.457532341022125	0.87646200179697	0.0931043317041276	0.0322256309874593	0.0262562064828893	"35"
129.2	-3.47226426407661	-0.45827616569516	0.879292454844278	0.0949548313130126	0.0327816023624854	0.0269381107979595	"35"
130.05	-3.47460892254949	-0.458058900180779	0.877668690842775	0.0952496166248089	0.0318540363880884	0.0276691548754624	"35"
130.9	-3.47515571002554	-0.459413973774052	0.882129354911289	0.0954428709731907	0.0319854518607676	0.0280367292528159	"35"
131.75	-3.4741442106116	-0.459103783392879	0.880581077486839	0.0937682852937645	0.0322792798040515	0.0279148566231497	"35"
132.6	-3.4739904334557	-0.456782342002696	0.880475227929316	0.0926851310836234	0.0325465619359837	0.0281158404584724	"35"
133.45	-3.47513976029105	-0.459320175112938	0.880526912672588	0.0916125365431437	0.0328336933076888	0.027992156663287	"35"
134.3	-3.47441837429907	-0.459002151267107	0.880334235580422	0.0922877716843971	0.0329250940228423	0.0280547560662581	"35"
135.15	-3.47054545649691	-0.457911921157939	0.8794043963027	0.0909604010753373	0.0323006140871939	0.0279612079433219	"35"
136	-3.46847734252382	-0.455533135997709	0.876962642930449	0.090819782965891	0.0324455471208726	0.0282266017074611	"35"
136.85	-3.47366834466938	-0.457478445200343	0.877471546463215	0.0891748332496523	0.0326156405062527	0.0277005604379367	"35"
137.7	-3.47405222238577	-0.459613092563099	0.879731861344659	0.0880576557657911	0.0334914969477041	0.0283053384223392	"35"
138.55	-3.47304311196039	-0.459825358136084	0.880877546641783	0.087338648071503	0.0336250255973715	0.0281417845709501	"35"
139.4	-3.48076909770368	-0.458851840492687	0.881676907131562	0.0879037137293288	0.0327559550057827	0.0287061737566486	"35"
140.25	-3.47693051480429	-0.459671253172306	0.880735834465216	0.0884489092964404	0.0333466555833912	0.0279566509288559	"35"
141.1	-3.47948173431933	-0.459790437902585	0.880160104845183	0.0885123973378263	0.0332867919810577	0.027845176451216	"35"
141.95	-3.48120905041854	-0.459337077028004	0.878943765890836	0.0901999557805908	0.0334764956827053	0.0282802906371769	"35"
142.8	-3.49021172457876	-0.46011728136556	0.880239467627508	0.0918111046146333	0.0337693495710651	0.0281479573772254	"35"
143.65	-3.4885247594881	-0.460934891209037	0.883683560782933	0.0914846407364074	0.0334587492429024	0.029159260519942	"35"
144.5	-3.49221875527614	-0.460458700824675	0.883500002761235	0.0893384744064942	0.0329526469856135	0.0295784314961586	"35"
145.35	-3.49920827051218	-0.460585266981638	0.887180201351981	0.0934160938021495	0.033314416829519	0.0297773662449666	"35"
146.2	-3.49408491689698	-0.460799694404832	0.886580141815671	0.0939724781811488	0.0337278551196785	0.0295335332462039	"35"
147.05	-3.4983309836427	-0.462173378209121	0.887261644607492	0.0923860864355674	0.0341301761000452	0.0297342930182853	"35"
147.9	-3.50035671685057	-0.463262774275614	0.887748237673852	0.0902500490722993	0.0337718808284766	0.0302125147111481	"35"
148.75	-3.50129435160259	-0.46315320118314	0.887327712327298	0.0913398342050868	0.0334694041698946	0.0302779954021412	"35"
149.6	-3.5055030906823	-0.464064022444983	0.889480927667963	0.0917325164435425	0.0340016685579466	0.0306902048134106	"35"
150.45	-3.5072520495715	-0.463688018811631	0.88843295120701	0.0897032381362859	0.0342073423478324	0.0309504275863232	"35"
151.3	-3.50938769184552	-0.460994636257018	0.885510419288945	0.09282165200508	0.0333169702978309	0.0307476302554485	"35"
152.15	-3.51285057883665	-0.46313608858276	0.88701135471124	0.0921754276876214	0.0333744535480512	0.0301947937637377	"35"
153	-3.52115446715389	-0.4638505805197	0.887304785011703	0.0898416718258144	0.0338319787510412	0.0293349263791829	"35"
153.85	-3.51599428614487	-0.462034504887045	0.885608826279509	0.0921697742819703	0.0344776161778107	0.0297703792231561	"35"
154.7	-3.51204788913428	-0.461640843593907	0.88507615050814	0.0948878968760969	0.0342860408375398	0.0292193884947306	"35"
155.55	-3.51773995963417	-0.465004718102867	0.887199188601628	0.0949494338260273	0.0343298217651988	0.0288467902739982	"35"
156.4	-3.52392358130868	-0.464359345594232	0.889186485204484	0.0966816173234815	0.0335685032494112	0.0294828205483377	"35"
157.25	-3.52749907927263	-0.464681449332311	0.889253876872642	0.0967710002248765	0.0344301053932745	0.0299957259978757	"35"
158.1	-3.53111678064245	-0.465671950050163	0.891520354934416	0.0975959090798071	0.0347482066980524	0.030816075591657	"35"
158.95	-3.53845220402098	-0.465867921621839	0.893596722131119	0.0950500946380703	0.0349319574695169	0.0316425500477979	"35"
159.8	-3.54276093443083	-0.468842690275369	0.89837182696575	0.0957439976094605	0.0350572695567983	0.030356587839565	"35"
160.65	-3.54245693327193	-0.468633967176126	0.895586550109418	0.0940845365582437	0.0361382720059529	0.030443306933907	"35"
161.5	-3.54629798522787	-0.468015860014949	0.894660593846718	0.0964346871719091	0.0354178516605604	0.029857553625499	"35"
162.35	-3.55713330394849	-0.468699969291207	0.89663783555993	0.0969633623388795	0.0353309411898269	0.0302269284739706	"35"
163.2	-3.55716853066894	-0.472592591494705	0.899924031310705	0.0980742162283068	0.0359979221138737	0.0295799395933788	"35"
164.05	-3.55801087572971	-0.470497815977476	0.899615386496685	0.0994425077179883	0.0362970236533668	0.0301918365384169	"35"
164.9	-3.55167467351461	-0.46865651107908	0.896345680082123	0.100982067641651	0.0364669135515625	0.0295153855396937	"35"
165.75	-3.54883711406795	-0.46887726617178	0.895345020598055	0.10218663427969	0.0359948642929257	0.0288737906643189	"35"
166.6	-3.55051422288878	-0.468878286495701	0.898375416045233	0.101594344547935	0.0362202716288584	0.0287844625664223	"35"
167.45	-3.55287503271767	-0.469707497502061	0.898544223225803	0.100742277585084	0.0368182509557607	0.028788269116563	"35"
168.3	-3.55292119356797	-0.471627217835526	0.900189807427728	0.101689925755965	0.0370085687802404	0.0295998290285788	"35"
169.15	-3.56353479563792	-0.472772372112041	0.902882002795912	0.102337429092136	0.0374042150300243	0.0306665434210811	"35"
170	-3.5605049919748	-0.470218923618209	0.904227596750996	0.102967795962073	0.0366218864822093	0.0313709037486243	"35"
170.85	-3.55607538992349	-0.471007812265252	0.903811436372078	0.101882549539903	0.0357663534515585	0.0313103478896474	"35"
171.7	-3.55681292104859	-0.472871792798088	0.903750774890968	0.0995831597398347	0.0354100573003536	0.0316308815815446	"35"
172.55	-3.54800458691448	-0.471882919241951	0.901489615449803	0.099093249699445	0.0363298913517722	0.0321275726917478	"35"
173.4	-3.55284607233747	-0.47080455780814	0.90184122703829	0.098091268563504	0.0369496239128137	0.0316933380274509	"35"
174.25	-3.55624637188415	-0.4718472933838	0.902915808629108	0.0976606039634298	0.036839971561555	0.0319394237115607	"35"
175.1	-3.56689055069185	-0.473937243511541	0.903658316132668	0.09682170152551	0.0363402472528322	0.0318776929443872	"35"
175.95	-3.57449440553827	-0.473062152648874	0.905037229283037	0.0964560225590834	0.0364167405071636	0.0321559582899191	"35"
176.8	-3.57718157099297	-0.472732196127309	0.90415084073724	0.0922803786041975	0.0359937532516265	0.0325650735340169	"35"
177.65	-3.57757237297183	-0.471418694252803	0.902781704057752	0.0933785454376768	0.0357355159320628	0.0318180280267266	"35"
178.5	-3.57454702419838	-0.472060312034268	0.905576459745652	0.0935612143461384	0.0356465228287559	0.0316256849759643	"35"
179.35	-3.57730745249936	-0.471812557970155	0.90720568067828	0.0939781824533252	0.0349630524136918	0.0331010606394865	"35"
180.2	-3.58204510349376	-0.472314133249751	0.907848539763431	0.094371345649769	0.0360530767796823	0.0335923154181003	"35"
181.05	-3.58618705615309	-0.472332477511785	0.908275561289713	0.0971234742937259	0.0353378885463028	0.0349583344261986	"35"
181.9	-3.58981295778105	-0.470997424242554	0.905303621665037	0.0970116380623089	0.0359762262138497	0.0334596448682235	"35"
182.75	-3.59522623772824	-0.471944767831056	0.908269707538139	0.0944850743032006	0.0360095037178267	0.0335001731505719	"35"
183.6	-3.59577352649386	-0.472149614042314	0.906826159660476	0.0969294467892574	0.036431939414108	0.0335557356207705	"35"
184.45	-3.60201861978432	-0.473708351400333	0.907467741766481	0.0985876321144588	0.0360359828216273	0.0336734139854852	"35"
185.3	-3.59869176899458	-0.472542076676336	0.90547906359186	0.0998470566073753	0.0357665374196976	0.0328241100119178	"35"
186.15	-3.59268915671718	-0.470012425409735	0.903837070053384	0.0990539757535061	0.0362760975239775	0.0325752762378201	"35"
187	-3.59582139899219	-0.472018749967119	0.905414850633629	0.0994288907433347	0.0367517702294109	0.0322655115383481	"35"
187.85	-3.59619846454053	-0.472739479213498	0.906847598872221	0.0996312755468054	0.0363845523711977	0.0322229961107457	"35"
188.7	-3.60148666838485	-0.473271800388896	0.90735864484725	0.0967712897796371	0.0362849029631619	0.031989313742158	"35"
189.55	-3.60368555870412	-0.47285991693514	0.90683638592402	0.0973172607824928	0.0354591282323161	0.0317981853803914	"35"
190.4	-3.60575285071302	-0.473763031814093	0.907776069725951	0.0972020039049326	0.0358085103457468	0.032296440369131	"35"
191.25	-3.61069216798453	-0.4754380130224	0.909209929650143	0.0954901934741592	0.0366061251486033	0.0327412647986144	"35"
192.1	-3.60850335339072	-0.471896401122926	0.907177067981609	0.0961242006248231	0.0362752192939058	0.0332587917765564	"35"
192.95	-3.61053869271956	-0.472108328629015	0.905996374025729	0.092908977074071	0.0367379037671469	0.0328145818988923	"35"
193.8	-3.61149417034386	-0.474126131165334	0.908417616196934	0.0905127480492247	0.0368766849162427	0.0337762912605443	"35"
194.65	-3.61191971022019	-0.473660755826382	0.910075264301398	0.0877475228926556	0.0361634168772041	0.0344485850856405	"35"
195.5	-3.60797731100335	-0.472873701051864	0.908070899070812	0.0875197910038494	0.0358352264203347	0.0339703759587991	"35"
196.35	-3.6105171259544	-0.472079477622359	0.909337481721584	0.0872559003177287	0.0356083072145414	0.0345658905589833	"35"
