"iterations"	"beta0"	"gamma0"	"delta0"	"omega2.beta0"	"omega2.gamma0"	"omega2.delta0"	"algo"
69	-2.95008411283705	-0.39771962829875	0.761323052853353	0.0876788035950646	0.0226308801624167	0.0174598899873948	"ref"
70	-2.9584088119614	-0.398746434360163	0.76187186222882	0.0869741552452368	0.0228527846067353	0.0172639254441688	"ref"
71	-2.96584822874787	-0.399033092896156	0.763524157288854	0.0873783080498018	0.0227685936647171	0.0173683476126493	"ref"
72	-2.97291149929727	-0.399353267328794	0.762760255951237	0.0862265553768342	0.0228565957548566	0.0172477467922698	"ref"
73	-2.98199405994935	-0.400100321897374	0.766065898068743	0.086526138016028	0.0228706517920674	0.0177060277647295	"ref"
74	-2.99190977091911	-0.401313685443559	0.768255226309752	0.0872091358154172	0.0231563491378219	0.0176876926487367	"ref"
75	-2.99912705220864	-0.402847284676519	0.770716645594328	0.0872788543315632	0.0232348532598879	0.0179235216561172	"ref"
76	-3.00487272607337	-0.403746763836963	0.772262093753523	0.0863967130942527	0.0236229343084936	0.0180813523320533	"ref"
77	-3.01319665171746	-0.404293518179795	0.773852355426763	0.0846755015816605	0.0235191181009739	0.0180293665384629	"ref"
78	-3.02059961209817	-0.405257484962695	0.776014120830873	0.0857184921197867	0.023734521984092	0.0177688687468843	"ref"
79	-3.02893768880477	-0.407709563761215	0.779140339391911	0.0853337960467861	0.0239813543931383	0.017564931179876	"ref"
80	-3.03167136940006	-0.407485400338335	0.779148997885618	0.083755757145207	0.0240797741583048	0.0176997829889132	"ref"
81	-3.04062260881103	-0.408620364830813	0.781203520300733	0.0832388866325182	0.0243823635427446	0.0175307675987276	"ref"
82	-3.04792785837394	-0.409309947190734	0.782324884292818	0.0830483270032971	0.0246371051835761	0.0175323753877412	"ref"
83	-3.05337098376165	-0.409004642695542	0.783349649887855	0.0818756515334602	0.0246986699074518	0.0178506555713186	"ref"
84	-3.06155854458992	-0.410441424239409	0.785392165094294	0.080911579330353	0.0247158202578849	0.0182399989472264	"ref"
85	-3.07221013939238	-0.410896832236272	0.785455096996113	0.0808412178208613	0.0250523498921047	0.0184579924645035	"ref"
86	-3.07656571784499	-0.412043334151524	0.787706713923999	0.0803461747439087	0.0249050109382332	0.018647823105728	"ref"
87	-3.08661992794651	-0.413752109628081	0.791125322796628	0.0800212299459631	0.0249278088096412	0.0192090219220837	"ref"
88	-3.09252364016261	-0.413763920220504	0.79171976419656	0.0798742027812356	0.0251238890981752	0.0197718679933016	"ref"
89	-3.0966468112651	-0.415088994474881	0.793872700471685	0.079289503497737	0.0251719309102694	0.0199065400557135	"ref"
90	-3.10202528200956	-0.414908204928371	0.794409364101028	0.0772684466081799	0.025531103527317	0.0198950172470409	"ref"
91	-3.10818871268481	-0.416261420692781	0.796042988485683	0.0769285267509883	0.0260848714411704	0.0199704015226038	"ref"
92	-3.11288754339137	-0.416841778822767	0.797795955568104	0.0763072673545366	0.0263731832402691	0.0199513215013583	"ref"
93	-3.11985949747964	-0.418991537319507	0.800677775546327	0.0777372043644053	0.0265260264575739	0.0197689108454436	"ref"
94	-3.12874081352318	-0.420247326375897	0.802611556430006	0.0782966453013767	0.0269059904357581	0.0203159099809586	"ref"
95	-3.13133869702921	-0.420385215191718	0.803398557303238	0.0792149016491823	0.0267864651520275	0.0207656265029922	"ref"
96	-3.13667080119964	-0.420572158804641	0.805319939924643	0.0792257670442904	0.0269172430146581	0.0213267497901645	"ref"
97	-3.14093291205997	-0.421261356298448	0.804978683553421	0.0777245603923493	0.0269594279076203	0.0215324300714566	"ref"
98	-3.14430386890795	-0.420606644010547	0.805264488648874	0.076726504535447	0.0262481366477674	0.0218165326932397	"ref"
99	-3.15182449828722	-0.421771256908945	0.807408651196337	0.0771174092069717	0.026228367678862	0.0224728534200426	"ref"
100	-3.15726499751346	-0.423109227083796	0.809665337215332	0.0757717976287857	0.0264342045109901	0.0226050086637326	"ref"
101	-3.16024685247281	-0.422961971613467	0.811422399018623	0.0758727246882813	0.026926384565077	0.0231084663891413	"ref"
102	-3.16664806336783	-0.424008748091152	0.812592324997298	0.074738163161344	0.0271240193024371	0.0230154596505009	"ref"
103	-3.17170269169895	-0.423485234211851	0.811788418528567	0.0741277518956984	0.0271424661430713	0.0227616010450604	"ref"
104	-3.17879322430009	-0.425862060175444	0.812745833513038	0.0734542240729201	0.0273813090727912	0.0225460262303373	"ref"
105	-3.18476555595413	-0.425601793610798	0.813862601866937	0.0730847240333095	0.0276143590565112	0.0226075492051279	"ref"
106	-3.18827323866787	-0.426657803094447	0.815753090157773	0.0725679554846206	0.0279439628459889	0.0229059523705026	"ref"
107	-3.19121846151564	-0.426425297209749	0.816181685141376	0.0729507721148543	0.027626579647002	0.0229791391762503	"ref"
108	-3.19587971345268	-0.426399424432035	0.816670901404178	0.072262704513296	0.0277749815467101	0.0230802552617195	"ref"
109	-3.19991841892145	-0.426969388018951	0.817446198672836	0.0718856658259952	0.0280676879821733	0.0230704693923057	"ref"
110	-3.205235241965	-0.428676492867351	0.819734544670565	0.0715163441582405	0.0282813437732117	0.0230331602772534	"ref"
111	-3.21101752967817	-0.431090711626005	0.82277291497507	0.0700907066248533	0.0283133594447837	0.022749032266751	"ref"
112	-3.21520953323601	-0.430277473783219	0.822039687999027	0.0707563273678709	0.0285380627283106	0.022933039239995	"ref"
113	-3.22045640326349	-0.431659119792325	0.824640178228057	0.0707411541263703	0.0284556946376419	0.0228390907535091	"ref"
114	-3.22654889314384	-0.432831499706762	0.827415309440556	0.0715227715746476	0.0288215758959413	0.023552313651978	"ref"
115	-3.23161654525531	-0.433036052444013	0.82888825129747	0.0718682598512324	0.0290074117382223	0.0239073240752965	"ref"
116	-3.23703106526647	-0.434428443987882	0.830953149236552	0.0707504072983358	0.0290375638551833	0.024304766411767	"ref"
117	-3.24214808711738	-0.434781132085914	0.831697335105559	0.0704323459542131	0.0290272614916179	0.024708597704226	"ref"
118	-3.24597852470858	-0.435667497215236	0.832348461959655	0.0698932392531688	0.029327679235017	0.0247658451277917	"ref"
119	-3.25240671817428	-0.437010951945353	0.835553763261406	0.0699437425087641	0.0295223340094408	0.0247880858149521	"ref"
120	-3.25767501105553	-0.436510397469498	0.834638926337658	0.0696774699461358	0.029829680954518	0.0249376486499598	"ref"
121	-3.26046073765435	-0.436993692382987	0.835285366309356	0.069243125822581	0.0299382597940987	0.0256730614742789	"ref"
122	-3.26055494737657	-0.436563181540392	0.835029415484798	0.0692659536407607	0.0297732825875588	0.0252784267555577	"ref"
123	-3.26467753327725	-0.438253824337001	0.837505177686285	0.0677036336719592	0.0301052960774639	0.025329426215256	"ref"
124	-3.26771341184634	-0.437065085371095	0.836850363397425	0.0675946137383985	0.0296241174363346	0.0253449594120705	"ref"
125	-3.27416608969338	-0.439078713047662	0.838262007222261	0.0683645785913729	0.0300664384710384	0.0250476713330791	"ref"
126	-3.28016047278059	-0.440264082252418	0.841471532283665	0.0690402327580397	0.0301324013083525	0.0255299943617704	"ref"
127	-3.28337243044938	-0.438946304183772	0.839867043224845	0.0686290559369578	0.0298019765166284	0.0257968699526784	"ref"
128	-3.28871083994929	-0.439462306061333	0.841236628644577	0.0683235111594485	0.0298357576492424	0.0257218395287436	"ref"
129	-3.29417455737655	-0.439991316604231	0.842564213941945	0.0684390099906054	0.0299798706471391	0.0260309561413998	"ref"
130	-3.30123060683535	-0.441299373828809	0.845272078453808	0.0695275957568047	0.0302138509144614	0.0261214701414496	"ref"
131	-3.3038458269746	-0.441372769339477	0.844863743150372	0.0691646989433448	0.0304209697531994	0.0259459541626655	"ref"
132	-3.30794607102525	-0.442313487831971	0.845474011023533	0.068961008526415	0.0304183035103947	0.0258821154725645	"ref"
133	-3.31000792862016	-0.44241398187698	0.845962507197138	0.0687752570514615	0.0304849821028829	0.0258721925560798	"ref"
134	-3.31485963077535	-0.444690098243481	0.849379876215733	0.0692076967670108	0.0312355354028379	0.0259008600250868	"ref"
135	-3.31898177417231	-0.443387293800405	0.848323448512006	0.0690151756354549	0.0313373787508163	0.026230016164838	"ref"
136	-3.32351668546381	-0.443775242801259	0.849500287594289	0.0686141786437684	0.0308646891548074	0.0267814235182813	"ref"
137	-3.32741973032845	-0.444492765418879	0.84973132319713	0.068199318915859	0.0310434963077399	0.0264203555734742	"ref"
138	-3.33243073115877	-0.443820026324887	0.848983795401196	0.0687234237725356	0.0310907370984033	0.0264427670028599	"ref"
139	-3.33575077233075	-0.443137645452636	0.848323710910084	0.0685947725395053	0.0306567816449637	0.0265535506916443	"ref"
140	-3.34017072232635	-0.444912663929141	0.851549827094575	0.0691237042670636	0.0307335082938043	0.0266334249165793	"ref"
141	-3.34246327844882	-0.443731349965656	0.849889363598023	0.0690742365084951	0.0308166507300639	0.0267298840726456	"ref"
142	-3.34585948392859	-0.443425553169566	0.850077083531852	0.068848279352741	0.0306692646795659	0.0268267761755032	"ref"
143	-3.3482740939124	-0.443411013971013	0.851150284919458	0.069236473488024	0.0305742421504914	0.0268376690865286	"ref"
144	-3.35087513171163	-0.442256840789063	0.849511190556702	0.0692846479644018	0.0303432271619923	0.0269762644883866	"ref"
145	-3.35171737641206	-0.442992257710195	0.849538377061313	0.0691130330517034	0.0305015920023405	0.0266969891059958	"ref"
146	-3.35774129620348	-0.445765090398372	0.854393090999712	0.0697201313816436	0.0307063147025554	0.0271650857326355	"ref"
147	-3.36068679163354	-0.446659282272081	0.855262716790797	0.0691950916283126	0.0309044875784768	0.0272378885986575	"ref"
148	-3.36472368913952	-0.446929299652616	0.856372071768702	0.0683622584264469	0.030732164374845	0.0272451899948817	"ref"
149	-3.36960444613647	-0.447138924634758	0.857483130851937	0.0680974857688295	0.0312250271720123	0.0271271808929197	"ref"
150	-3.37174697641702	-0.44684791264702	0.856668513474352	0.0684280841199492	0.0308138931273051	0.0273941853897234	"ref"
151	-3.37569207612975	-0.447829446824805	0.858535815563381	0.0676575832527924	0.03102825377849	0.027269147036229	"ref"
152	-3.37852583475706	-0.449045403846663	0.85882926327947	0.0676670501109093	0.0316248388904486	0.0269463886085576	"ref"
153	-3.38138568784816	-0.448021837193322	0.857949429684752	0.0679940457915897	0.0314616192758598	0.0268698954116159	"ref"
154	-3.38557120567214	-0.449078769890596	0.859997088061979	0.068645601512193	0.0317589999261979	0.027008691990021	"ref"
155	-3.38900322129221	-0.44879284872382	0.859708267665028	0.0689188175717419	0.0318840085844979	0.026881817899833	"ref"
156	-3.39045300224453	-0.44890217980145	0.859387568558265	0.0685252247051444	0.031713807612557	0.0269676474269802	"ref"
157	-3.39454884442572	-0.449197880132188	0.86053770902129	0.0680934929118955	0.0316523528055269	0.0269655747625427	"ref"
158	-3.39848800492798	-0.450371079019319	0.86302913842549	0.068318513359495	0.0315087265848144	0.0273287108028621	"ref"
159	-3.40183390646632	-0.451798071279713	0.864323911381412	0.0683269008594269	0.0321003468929805	0.0275110948400071	"ref"
160	-3.40422941305071	-0.451302183801401	0.864416546718152	0.0681369025890461	0.0319243157628395	0.0275653925464779	"ref"
161	-3.40916376849844	-0.452403573058566	0.866404442360683	0.0677550572393297	0.0321032862259664	0.02744724935065	"ref"
162	-3.41338079594457	-0.45297105367073	0.867863131983534	0.0679014349743507	0.0318889885032691	0.0276935086597566	"ref"
163	-3.41471787343573	-0.452321357664956	0.867212472286006	0.0663645873949417	0.0320690048180786	0.0276395703449518	"ref"
164	-3.41705142452743	-0.452090193510861	0.866804037907194	0.0661915973202358	0.0320666394444506	0.0280134988166544	"ref"
165	-3.41921394337899	-0.450674366482355	0.864563740801479	0.0657530646823368	0.0318446266182023	0.0278734879829411	"ref"
166	-3.42376835648578	-0.452326948730636	0.866848782230742	0.0657254448574864	0.0323009938553145	0.0274329549395572	"ref"
167	-3.42897028300225	-0.453995712728794	0.868754713352924	0.0658836936721183	0.032710802252346	0.0274278561987218	"ref"
168	-3.43260638485363	-0.454996987957324	0.869777323355389	0.0663982494482429	0.0329484657107625	0.0269576961092204	"ref"
169	-3.43450697816234	-0.455579952789456	0.871688121699866	0.0659066560137127	0.0326527768078199	0.0276256246832426	"ref"
170	-3.43600927110992	-0.455285243983186	0.872020202293284	0.0658621610469332	0.0325379800595659	0.0280282383641733	"ref"
171	-3.4408828504939	-0.456753366247866	0.874945288446753	0.0662523329969957	0.0328124268393244	0.0285350223536692	"ref"
172	-3.44527439217662	-0.456561277514982	0.876014387710166	0.0668176440000394	0.0330832785249585	0.02920815888739	"ref"
173	-3.44925576709096	-0.457174436346191	0.876868275080812	0.0664703956957702	0.0326589462518401	0.0288710595007018	"ref"
174	-3.45275318042673	-0.457491775372579	0.876873038353986	0.0651794190948305	0.0330890193534676	0.0287309981940274	"ref"
175	-3.453888793467	-0.457476366443805	0.877211636367214	0.0648091379435467	0.0331824114304521	0.0291900657750558	"ref"
176	-3.45594689327613	-0.458824446926472	0.878790413524694	0.0648423106378857	0.0336946614069711	0.0291751390961134	"ref"
177	-3.4580059356656	-0.457373100501246	0.877173732936239	0.0646140752308071	0.0334621330018051	0.0293122391711786	"ref"
178	-3.45993674832704	-0.458108705216292	0.878474744705478	0.0647447781573529	0.0331488659361079	0.0294636953297051	"ref"
179	-3.46173652108389	-0.458960836262571	0.879551303664311	0.0642372220967697	0.0331729467836889	0.029756261898973	"ref"
180	-3.46331185309567	-0.459793405750389	0.880970131350744	0.0639418356400068	0.0333112069642217	0.0294260199262802	"ref"
181	-3.46731432407624	-0.460634999000455	0.882085094721398	0.063845841755251	0.0335270469474599	0.0299708373952057	"ref"
182	-3.46850082728842	-0.460318135522783	0.882084945935521	0.0646013873669915	0.0336828339027632	0.0298432291998076	"ref"
183	-3.47060125674612	-0.459371337676211	0.880530443251419	0.064902945554973	0.0338294143367838	0.0300962604916688	"ref"
184	-3.47316868545689	-0.459761318709388	0.880782500071669	0.064499797332747	0.0337392330370846	0.0299047961549521	"ref"
185	-3.47575566454094	-0.460301591677083	0.881769427267144	0.0640610000712609	0.0338076414605666	0.0301868617426041	"ref"
186	-3.47732440733533	-0.460096009953062	0.881418855995629	0.0638231480286162	0.0336635666425061	0.0303870041291241	"ref"
187	-3.47806855365859	-0.45946904120439	0.880146767805416	0.0639496522099794	0.0337247143675671	0.0303272017466721	"ref"
188	-3.48052675873245	-0.459802184585733	0.881754807730785	0.0639706520623005	0.033529862698023	0.0301416287602182	"ref"
189	-3.48150068415378	-0.458867313740834	0.880831143913928	0.0638789247326539	0.0333277760498497	0.0299112547238684	"ref"
190	-3.48208819331975	-0.459319721717301	0.88073373485497	0.0642923085850811	0.0333613037471828	0.0294794154480623	"ref"
191	-3.48582516746481	-0.460174235516972	0.882448103526162	0.0641179320659919	0.0331548529977013	0.0300046387565194	"ref"
192	-3.48643346639056	-0.459377763317079	0.881577596206869	0.064329985582539	0.0334883049166327	0.0296772963450286	"ref"
193	-3.48907355683346	-0.460378851760856	0.883448105888714	0.0641380344487228	0.0338822802270848	0.0298391854148471	"ref"
194	-3.49035666654077	-0.461277834920045	0.883701043133441	0.0643358324274814	0.0340841208407761	0.0296025264677694	"ref"
195	-3.4952875912495	-0.461893810143243	0.884909028048788	0.0642166971856	0.0339132206850562	0.0300511083443188	"ref"
196	-3.49871080988409	-0.462513795028998	0.885720712534485	0.0640539284619699	0.0338097832031514	0.0297966900558557	"ref"
197	-3.50130010643051	-0.462311476814327	0.886088781160646	0.0640919209345459	0.0341213354173971	0.0297197439415111	"ref"
198	-3.50113466210824	-0.460354986481677	0.882978211458653	0.0638033089492414	0.0341274076789967	0.029593256830176	"ref"
199	-3.50410050107213	-0.462559552930793	0.885061114853006	0.0642167274993017	0.0346971359562723	0.0298411712267903	"ref"
200	-3.50556502079635	-0.462995898822875	0.8866885846927	0.0633462338638004	0.0342418093243743	0.029752028792971	"ref"
201	-3.50510589076458	-0.460816562144076	0.88429682481679	0.0626734778531759	0.033894428317311	0.0300046697056955	"ref"
202	-3.50881222283617	-0.464488997174421	0.888431771344996	0.0630433957526595	0.0342348228871162	0.0298790975369417	"ref"
203	-3.51146058810367	-0.464855801750932	0.889845999532204	0.062889020779382	0.0344303100215262	0.0299622134771236	"ref"
204	-3.51431392065991	-0.465529754222174	0.891560056618033	0.0629830186806064	0.0346483024035917	0.0303920022900811	"ref"
205	-3.51651647916336	-0.46675849175514	0.892454754491181	0.0636018047873375	0.0346372992032866	0.0300028557069304	"ref"
206	-3.51854510186367	-0.465688248517463	0.892280440981414	0.0633326068658224	0.0346526200598725	0.0303295505616726	"ref"
207	-3.518909354482	-0.464159304411137	0.889348110321041	0.0634361682279749	0.0349720885022258	0.0306119993486103	"ref"
208	-3.51897120883523	-0.464125114187305	0.889118365620354	0.0632230518590351	0.0348791872509806	0.0308841522740334	"ref"
209	-3.52272702546691	-0.466092739583791	0.8923169934565	0.0632512404178822	0.0348935525632181	0.030931782695889	"ref"
210	-3.52303341243359	-0.46585316066114	0.891930360344537	0.0628547163824713	0.0351404053440927	0.0309005181769177	"ref"
211	-3.52509533327616	-0.466131660245678	0.893801490011223	0.0622956657429281	0.0346355344351559	0.0313152454667232	"ref"
212	-3.5262235671193	-0.465449019445511	0.892057173041414	0.0627961134322099	0.0348663979190298	0.0307174847722724	"ref"
213	-3.5304058065766	-0.467867384749013	0.893659410259847	0.0631482043221414	0.0353834858422112	0.029924214232502	"ref"
214	-3.53284690170215	-0.468825432899381	0.895867130185395	0.0624372883355626	0.0356114036362044	0.0302028255121891	"ref"
215	-3.53347491878064	-0.467438612294288	0.894442479754557	0.0621264944284246	0.0358526903961039	0.0305692135297772	"ref"
216	-3.53643313122228	-0.468088982496125	0.895480410124008	0.0623664422589432	0.0360193674537429	0.0305153499561387	"ref"
217	-3.53913541520104	-0.469019974557497	0.897532148286896	0.0616680323008865	0.0354921943294258	0.0311636717663499	"ref"
218	-3.5399570863027	-0.468440415375759	0.896492245935156	0.0621450508649719	0.035783274269141	0.0314654087761579	"ref"
219	-3.54326649358725	-0.468535548865213	0.896951658226406	0.0625946212513639	0.0360318037795593	0.0315621147055363	"ref"
220	-3.54368205445348	-0.468058873397249	0.897185087985459	0.0623561177425227	0.035323549117892	0.0320329090193203	"ref"
221	-3.54514653504403	-0.468729919723904	0.898665708562129	0.062194978576386	0.0351417606137658	0.0316816258215155	"ref"
222	-3.54844923410367	-0.469615038941679	0.899416065281155	0.0623935192236509	0.0356929443549442	0.031499470514744	"ref"
223	-3.55099673182032	-0.468462685603136	0.897492271409388	0.0613469649722607	0.0352516100090647	0.0310522198545455	"ref"
224	-3.55190043983219	-0.468635299651987	0.898489839785335	0.0603843846591676	0.0351082431601379	0.0310003282946849	"ref"
225	-3.55497657535231	-0.46915484403902	0.899478414769343	0.0601709099265353	0.0354210997708087	0.030732198829135	"ref"
226	-3.55511207821226	-0.468745316840035	0.899101354700662	0.0600269862306746	0.0354220511074714	0.0306532157524857	"ref"
227	-3.55759642152484	-0.469167813207597	0.899697785334043	0.0601946452986226	0.0357631383457043	0.0301986447026124	"ref"
228	-3.55978003280738	-0.47050486451773	0.90039444970595	0.0599494921879113	0.0358994970101257	0.030045645664322	"ref"
229	-3.55989255875133	-0.469658799513578	0.899954999504196	0.0598076129176182	0.0356458372811057	0.030291861186134	"ref"
230	-3.56124096792163	-0.469616012330702	0.901309019279914	0.0595232214144037	0.035177385669111	0.0304923542332824	"ref"
231	-3.56396183454032	-0.471031075144812	0.902385894833314	0.0592847707757063	0.0355847644950964	0.0305510612885181	"ref"
232	-3.56431494961251	-0.46988622125963	0.90052752677887	0.0588464312234951	0.0355639526055987	0.0307831191886744	"ref"
233	-3.56641998129679	-0.470697051467913	0.902380092304525	0.0585384117579189	0.0353721649083083	0.0307703939004612	"ref"
234	-3.57029885902402	-0.471899122216328	0.90339266205704	0.058351139461589	0.0357378666967312	0.0306987357426503	"ref"
